username,comment,time,tokens
@jiromeow,sangat setuju dengan judulnya persis dengan insting saya.,23 jam yang lalu,"['sangat', 'setuju', 'dengan', 'judulnya', 'persis', 'dengan', 'insting', 'saya', '.']"
@infoarrash,duuh itu kan strategi kuda troya...tau kan,1 hari yang lalu,"['duuh', 'itu', 'kan', 'strategi', 'kuda', 'troya', '...', 'tau', 'kan']"
@bramastabudi6736,"entar jangan jangan orang biasanya nyari nyari sumbangan pakai map di tangkap dibilangnya bandar judol 😂😂😂😂😂 ,, maklum lah mau akhir taun buat sarana naikin jabatan 😂😂😂",1 hari yang lalu,"['entar', 'jangan', 'jangan', 'orang', 'biasanya', 'nyari', 'nyari', 'sumbangan', 'pakai', 'map', 'di', 'tangkap', 'dibilangnya', 'bandar', 'judol', '😂😂😂😂😂', ',', ',', 'maklum', 'lah', 'mau', 'akhir', 'taun', 'buat', 'sarana', 'naikin', 'jabatan', '😂😂😂']"
@mashar3291,om ded kayaknya lagi gali gali nih,13 jam yang lalu,"['om', 'ded', 'kayaknya', 'lagi', 'gali', 'gali', 'nih']"
@aoelyt,"cerita menit 29:00, gw berkesimpulan, harus pilih2 siapa yang harus kita bantu..? 😅",16 jam yang lalu (diedit),"['cerita', 'menit', '29:00', ',', 'gw', 'berkesimpulan', ',', 'harus', 'pilih2', 'siapa', 'yang', 'harus', 'kita', 'bantu', '..', '?', '😅']"
@arismulyadiokutimur5426,28.37.25 ada suara perempuan 😮😮,21 jam yang lalu,"['28.37.25', 'ada', 'suara', 'perempuan', '😮😮']"
@nurfebriyanto711,bjorka ambil uang dpr bisa ga sii? di kuras rekeningnya😅,1 hari yang lalu,"['bjorka', 'ambil', 'uang', 'dpr', 'bisa', 'ga', 'sii', '?', 'di', 'kuras', 'rekeningnya😅']"
@atenggggg012-u2g,17:53,13 jam yang lalu,['17:53']
@adyantadinata,harusnya pulisi maluuu😂😂😂😂😂😂atau pulisi udah gak punya malu😂😂😂😂,23 jam yang lalu,"['harusnya', 'pulisi', 'maluuu😂😂😂😂😂😂atau', 'pulisi', 'udah', 'gak', 'punya', 'malu😂😂😂😂']"
@zackhary4677,"jngan kan nangkap hacker nangkap ular,sapi,pnjahat, pencuri mlah bombe yg awal datang😢",23 jam yang lalu,"['jngan', 'kan', 'nangkap', 'hacker', 'nangkap', 'ular', ',', 'sapi', ',', 'pnjahat', ',', 'pencuri', 'mlah', 'bombe', 'yg', 'awal', 'datang😢']"
@ventria24s,ganti para boomer di pemerintah yg gk melek teknologi,1 hari yang lalu,"['ganti', 'para', 'boomer', 'di', 'pemerintah', 'yg', 'gk', 'melek', 'teknologi']"
@gear_junkie,"polisi itu kalo lu kehilangan kambing bgitu lu lapor malah hilang sapi 😂
neraka penuh dengan polisi , pol pp , dishub , pns gaji buta sama pejabat korup 🗿🗿🗿🗿🗿",19 jam yang lalu,"['polisi', 'itu', 'kalo', 'lu', 'kehilangan', 'kambing', 'bgitu', 'lu', 'lapor', 'malah', 'hilang', 'sapi', '😂', 'neraka', 'penuh', 'dengan', 'polisi', ',', 'pol', 'pp', ',', 'dishub', ',', 'pns', 'gaji', 'buta', 'sama', 'pejabat', 'korup', '🗿🗿🗿🗿🗿']"
@angnanokaligane8053,polisi kerjanya koleksi istri sirih pelihara para gundiknya dan nangkap istrinya orang,1 hari yang lalu,"['polisi', 'kerjanya', 'koleksi', 'istri', 'sirih', 'pelihara', 'para', 'gundiknya', 'dan', 'nangkap', 'istrinya', 'orang']"
@why_on_me,gausah susah2 tangkep bjorka. tangkep fufufafa aja dlu bisa engga? 😂,46 menit yang lalu,"['gausah', 'susah2', 'tangkep', 'bjorka', '.', 'tangkep', 'fufufafa', 'aja', 'dlu', 'bisa', 'engga', '?', '😂']"
@putrisalsabila-px4qt,nih org2 pemerintah tuh masih berfikir rakyatnya kebanyak seumuran mereka kah? yang gampang bgt di kibulin? buset adek gue yang masih smp aja gak percaya bjorka berhasil ketangkep😭,1 hari yang lalu,"['nih', 'org2', 'pemerintah', 'tuh', 'masih', 'berfikir', 'rakyatnya', 'kebanyak', 'seumuran', 'mereka', 'kah', '?', 'yang', 'gampang', 'bgt', 'di', 'kibulin', '?', 'buset', 'adek', 'gue', 'yang', 'masih', 'smp', 'aja', 'gak', 'percaya', 'bjorka', 'berhasil', 'ketangkep😭']"
@khurun3145,om... takut bnget bermasalah dg polisi..,14 jam yang lalu,"['om', '...', 'takut', 'bnget', 'bermasalah', 'dg', 'polisi', '..']"
@kecerdasanbuatan3095,49:29,1 jam yang lalu (diedit),['49:29']
@klipsinemaa,begitulah 😂,4 jam yang lalu,"['begitulah', '😂']"
@alvialgrian-x7b,hacker kelas atas ga mungkin ketangkep sama ecek ecek😂😂,1 hari yang lalu,"['hacker', 'kelas', 'atas', 'ga', 'mungkin', 'ketangkep', 'sama', 'ecek', 'ecek😂😂']"
@asalrekam7381,yang pinter hack biasnya nilai teorinya kurang bagus... sehingga kurang mem peroleh pekerjaan sesuai di badangnya.. karena setandarnya dalam melamar kerja nilai teori.. sebagai pertama penyaringan (bener ga sih? bertanya dalam nada penasaran.),13 jam yang lalu,"['yang', 'pinter', 'hack', 'biasnya', 'nilai', 'teorinya', 'kurang', 'bagus', '...', 'sehingga', 'kurang', 'mem', 'peroleh', 'pekerjaan', 'sesuai', 'di', 'badangnya', '..', 'karena', 'setandarnya', 'dalam', 'melamar', 'kerja', 'nilai', 'teori', '..', 'sebagai', 'pertama', 'penyaringan', '(', 'bener', 'ga', 'sih', '?', 'bertanya', 'dalam', 'nada', 'penasaran', '.', ')']"
@yogajp1037,kalau di ancam ya ngaku 😅😅😅 kan itu pointnya 😅😅😅😅,1 hari yang lalu,"['kalau', 'di', 'ancam', 'ya', 'ngaku', '😅😅😅', 'kan', 'itu', 'pointnya', '😅😅😅😅']"
@puridwicahyo6615,"undangg wasit arab vs indonesia bung,",6 jam yang lalu,"['undangg', 'wasit', 'arab', 'vs', 'indonesia', 'bung', ',']"
@conehlo,kalo cari pemerintah yang aneh sumbernya di indonesia wkwkwwkw😅😂,2 jam yang lalu,"['kalo', 'cari', 'pemerintah', 'yang', 'aneh', 'sumbernya', 'di', 'indonesia', 'wkwkwwkw😅😂']"
@atenggggg012-u2g,🤣🤣🤣,13 jam yang lalu,['🤣🤣🤣']
@nakjinakbeh3538,"percuma bg, masih banyak konflik kepentingan",8 jam yang lalu,"['percuma', 'bg', ',', 'masih', 'banyak', 'konflik', 'kepentingan']"
@hakav4ngogh,"ya, namanya isinya cuma org org yg gila kekuasaan",1 hari yang lalu,"['ya', ',', 'namanya', 'isinya', 'cuma', 'org', 'org', 'yg', 'gila', 'kekuasaan']"
@rahmatsofyan1714,itu kepala kenapa mereng mulu dah... keberatankah headsetnya ?,4 jam yang lalu,"['itu', 'kepala', 'kenapa', 'mereng', 'mulu', 'dah', '...', 'keberatankah', 'headsetnya', '?']"
@asrofi2098,"mana biorka muncul dong, kalau bukan lo yang ditangkap",1 hari yang lalu,"['mana', 'biorka', 'muncul', 'dong', ',', 'kalau', 'bukan', 'lo', 'yang', 'ditangkap']"
@ahmadsyifaas.547,ladusing negeri konoha 😂😂😂,10 jam yang lalu,"['ladusing', 'negeri', 'konoha', '😂😂😂']"
@tribagus-g7r,maaf ora usah bjorka yang kalian ungkap dulu dah..yang gampang aja dulu ungkap siapa itu pemilik akun fufufafa berani jujur hebat??😂😂,1 hari yang lalu,"['maaf', 'ora', 'usah', 'bjorka', 'yang', 'kalian', 'ungkap', 'dulu', 'dah', '..', 'yang', 'gampang', 'aja', 'dulu', 'ungkap', 'siapa', 'itu', 'pemilik', 'akun', 'fufufafa', 'berani', 'jujur', 'hebat', '?', '?', '😂😂']"
@gagal_tobat...,"kayak ngk tau polisi indonesia aja.
asal tangkap aja dulu biar kelihatan kerja,nah urusan klarifikasi belakangan. gitu aja terus polanya.",22 jam yang lalu,"['kayak', 'ngk', 'tau', 'polisi', 'indonesia', 'aja', '.', 'asal', 'tangkap', 'aja', 'dulu', 'biar', 'kelihatan', 'kerja', ',', 'nah', 'urusan', 'klarifikasi', 'belakangan', '.', 'gitu', 'aja', 'terus', 'polanya', '.']"
@lymm9652,polisi nyarik pangkat biasanya:face-blue-smiling:,1 hari yang lalu,"['polisi', 'nyarik', 'pangkat', 'biasanya', ':', 'face-blue-smiling', ':']"
@bambangkecil3671,"jangankan nangkep hacker nangkep pengguna narkoboy juga di jebak pura"" jual padahal dia yg jual dia yg nangkep yg aneh nya yg d tangkep penyalahgunaan bukan pengedar wkwkwk lawak",22 jam yang lalu,"['jangankan', 'nangkep', 'hacker', 'nangkep', 'pengguna', 'narkoboy', 'juga', 'di', 'jebak', 'pura', ""''"", 'jual', 'padahal', 'dia', 'yg', 'jual', 'dia', 'yg', 'nangkep', 'yg', 'aneh', 'nya', 'yg', 'd', 'tangkep', 'penyalahgunaan', 'bukan', 'pengedar', 'wkwkwk', 'lawak']"
@firmanfirdaus103,no system is safe,6 jam yang lalu,"['no', 'system', 'is', 'safe']"
@hobbyandtools6982,"kalau lu pinter kok gak bantu polri bang mengungkap bjorka sebenarnya, biar ilmu bermanfaat jalan yang benar",1 hari yang lalu (diedit),"['kalau', 'lu', 'pinter', 'kok', 'gak', 'bantu', 'polri', 'bang', 'mengungkap', 'bjorka', 'sebenarnya', ',', 'biar', 'ilmu', 'bermanfaat', 'jalan', 'yang', 'benar']"
@partofuniverse7664,klo mau ikut kursus ethical hacker daftarnya dimana ya,12 jam yang lalu,"['klo', 'mau', 'ikut', 'kursus', 'ethical', 'hacker', 'daftarnya', 'dimana', 'ya']"
@syifa_thania,"lu udah pada pinter2 bang, knpa ga bikin mesin pencetak uang aja",18 jam yang lalu,"['lu', 'udah', 'pada', 'pinter2', 'bang', ',', 'knpa', 'ga', 'bikin', 'mesin', 'pencetak', 'uang', 'aja']"
@tanjihem,pupupakpak dan kuskas yang jelas di tayangkan di layar tancep bebarengan g30spki aja pura pura mencret .😂😂😂,20 menit yang lalu,"['pupupakpak', 'dan', 'kuskas', 'yang', 'jelas', 'di', 'tayangkan', 'di', 'layar', 'tancep', 'bebarengan', 'g30spki', 'aja', 'pura', 'pura', 'mencret', '.😂😂😂']"
@kulitambang111,"alangkah malu nya polisi sotoy itu yaa 😅
psti dia dlm anjirrr malu se indonesia gua",1 hari yang lalu,"['alangkah', 'malu', 'nya', 'polisi', 'sotoy', 'itu', 'yaa', '😅', 'psti', 'dia', 'dlm', 'anjirrr', 'malu', 'se', 'indonesia', 'gua']"
@dherdiantochannel,kok ngk undang pakar telematika sang pengungkap video dan gambar pnas,12 jam yang lalu,"['kok', 'ngk', 'undang', 'pakar', 'telematika', 'sang', 'pengungkap', 'video', 'dan', 'gambar', 'pnas']"
@liaaa-c4y,"hahahha, ini lah negara konoha dimana hukum bisa di beli, yang punya kuasa akan di bela mati matian padahal jelas bersalah sedangkan yang hanya membela diri tapi berasal dari rakyat miskin malah di adili..... tidak pantas di sebut oknum, karna kalian saling melengkapi untuk menutupi kebusukan masing masing",1 hari yang lalu,"['hahahha', ',', 'ini', 'lah', 'negara', 'konoha', 'dimana', 'hukum', 'bisa', 'di', 'beli', ',', 'yang', 'punya', 'kuasa', 'akan', 'di', 'bela', 'mati', 'matian', 'padahal', 'jelas', 'bersalah', 'sedangkan', 'yang', 'hanya', 'membela', 'diri', 'tapi', 'berasal', 'dari', 'rakyat', 'miskin', 'malah', 'di', 'adili', '.....', 'tidak', 'pantas', 'di', 'sebut', 'oknum', ',', 'karna', 'kalian', 'saling', 'melengkapi', 'untuk', 'menutupi', 'kebusukan', 'masing', 'masing']"
@rizaldisaputra2201,"gimana heker mau kerja sama sama pemerintah kalok bayaran nya aja kadang gak ada dan kecil
liat di liar sana heker di pelihara dengan gaji gede biar mau pro pemerintah",3 jam yang lalu,"['gimana', 'heker', 'mau', 'kerja', 'sama', 'sama', 'pemerintah', 'kalok', 'bayaran', 'nya', 'aja', 'kadang', 'gak', 'ada', 'dan', 'kecil', 'liat', 'di', 'liar', 'sana', 'heker', 'di', 'pelihara', 'dengan', 'gaji', 'gede', 'biar', 'mau', 'pro', 'pemerintah']"
@jiekhalifa,hampir semua awal mula haker dari suatu game,1 hari yang lalu,"['hampir', 'semua', 'awal', 'mula', 'haker', 'dari', 'suatu', 'game']"
@dirham12,"si kadal di kadalin🤣😂 hahaha datanya langsung di buka🤣😃 buat pak pol perbaiki hal kecil dulu sebelum hal besar. 
contoh nih kaya atur lalin di jam kerja 5 pagi udh standby dh di titik2 kemacetan buat atur lalin. jangan foto doang 😄atau baru tiba saat udah bukan jam sibuk kerja macetnya udh selesai. coba deh pak terima kritik dan saran saya, nanti pasti akan terlihat perubahannya. baru bisa nangkep yg gede2",8 jam yang lalu,"['si', 'kadal', 'di', 'kadalin🤣😂', 'hahaha', 'datanya', 'langsung', 'di', 'buka🤣😃', 'buat', 'pak', 'pol', 'perbaiki', 'hal', 'kecil', 'dulu', 'sebelum', 'hal', 'besar', '.', 'contoh', 'nih', 'kaya', 'atur', 'lalin', 'di', 'jam', 'kerja', '5', 'pagi', 'udh', 'standby', 'dh', 'di', 'titik2', 'kemacetan', 'buat', 'atur', 'lalin', '.', 'jangan', 'foto', 'doang', '😄atau', 'baru', 'tiba', 'saat', 'udah', 'bukan', 'jam', 'sibuk', 'kerja', 'macetnya', 'udh', 'selesai', '.', 'coba', 'deh', 'pak', 'terima', 'kritik', 'dan', 'saran', 'saya', ',', 'nanti', 'pasti', 'akan', 'terlihat', 'perubahannya', '.', 'baru', 'bisa', 'nangkep', 'yg', 'gede2']"
@dedykusuma01,menit 7:47 suara apa itu,1 hari yang lalu,"['menit', '7:47', 'suara', 'apa', 'itu']"
@abdillahpangestu,"kalo mau belajar kaya gini dmana ya wadahnya,plis yang serius gw pengen tau",8 jam yang lalu,"['kalo', 'mau', 'belajar', 'kaya', 'gini', 'dmana', 'ya', 'wadahnya', ',', 'plis', 'yang', 'serius', 'gw', 'pengen', 'tau']"
@mnazikhrosidi6262,efek reformasi kepolisian,1 hari yang lalu,"['efek', 'reformasi', 'kepolisian']"
@zayanahamara96,apple bakal naik daun nih,12 jam yang lalu,"['apple', 'bakal', 'naik', 'daun', 'nih']"
@c.c5845,😂😂😂😂😂😂polisiii,15 jam yang lalu,['😂😂😂😂😂😂polisiii']
@udilmc04,bjorwi😂,1 hari yang lalu,['bjorwi😂']
@generasiberilmumaju,"yah kena karma dia , ngejelekin ins*ansi lain malah dia yg ga beres dalam bekerja😂",7 jam yang lalu,"['yah', 'kena', 'karma', 'dia', ',', 'ngejelekin', 'ins', '*', 'ansi', 'lain', 'malah', 'dia', 'yg', 'ga', 'beres', 'dalam', 'bekerja😂']"
@hyymda,"lebih lawak lagi  siber pold* jatim njir , nangkep in pemain judol. terus di palak 15jt perkepala 😂, bandar nya malah leha leha wkkw 7:02",1 hari yang lalu,"['lebih', 'lawak', 'lagi', 'siber', 'pold', '*', 'jatim', 'njir', ',', 'nangkep', 'in', 'pemain', 'judol', '.', 'terus', 'di', 'palak', '15jt', 'perkepala', '😂', ',', 'bandar', 'nya', 'malah', 'leha', 'leha', 'wkkw', '7:02']"
@wahyuardiansyah9163,"trik simpel chat rahasia

pakai fitur chat dalam game yang mendukung pm",1 hari yang lalu,"['trik', 'simpel', 'chat', 'rahasia', 'pakai', 'fitur', 'chat', 'dalam', 'game', 'yang', 'mendukung', 'pm']"
@sonstislamwatergold9483,coba undang pace computer om 🙏🙏🙏,20 jam yang lalu,"['coba', 'undang', 'pace', 'computer', 'om', '🙏🙏🙏']"
@ren-sr5yy,alah paling juga dsuruh ngaku klo die bjorka wkwkwkw,22 jam yang lalu,"['alah', 'paling', 'juga', 'dsuruh', 'ngaku', 'klo', 'die', 'bjorka', 'wkwkwkw']"
@arf_far8675,baru tau ada lomba hacker,22 jam yang lalu,"['baru', 'tau', 'ada', 'lomba', 'hacker']"
@fahrulfebriyanto5260,sorot kasus pertamina,1 hari yang lalu,"['sorot', 'kasus', 'pertamina']"
@starsgaming1358,plot wist nya dia bjorkanya,1 hari yang lalu,"['plot', 'wist', 'nya', 'dia', 'bjorkanya']"
@bilabong88-o2r,reformasi lanjut 😁😁,1 jam yang lalu,"['reformasi', 'lanjut', '😁😁']"
@muhammadnabawi9069,malunya sampai 7 angkatan akademi,15 jam yang lalu,"['malunya', 'sampai', '7', 'angkatan', 'akademi']"
@erciyifa68,anak punk di bawa bawa aahhh,1 hari yang lalu,"['anak', 'punk', 'di', 'bawa', 'bawa', 'aahhh']"
@endangsaefudin330,maling motor aja gabisa nangkep tuh polisi indonesia apalagi hacker😂😂😂,20 jam yang lalu,"['maling', 'motor', 'aja', 'gabisa', 'nangkep', 'tuh', 'polisi', 'indonesia', 'apalagi', 'hacker😂😂😂']"
@bagusaditriadmojo6953,bjorka mimpi maling motor aja 6 th baru ketemu,10 jam yang lalu,"['bjorka', 'mimpi', 'maling', 'motor', 'aja', '6', 'th', 'baru', 'ketemu']"
@ngkidd8524,"tapi bener sih, awal gw main game suka banget pake cheat, akhirnya tengelam ingin buat cheat dan akhir cuman bisa bikin flashdis killer, dan ga bisa lanjut karna pc sendiri rusak",1 hari yang lalu,"['tapi', 'bener', 'sih', ',', 'awal', 'gw', 'main', 'game', 'suka', 'banget', 'pake', 'cheat', ',', 'akhirnya', 'tengelam', 'ingin', 'buat', 'cheat', 'dan', 'akhir', 'cuman', 'bisa', 'bikin', 'flashdis', 'killer', ',', 'dan', 'ga', 'bisa', 'lanjut', 'karna', 'pc', 'sendiri', 'rusak']"
@saepull0281,bener lagi 😂😂,10 jam yang lalu,"['bener', 'lagi', '😂😂']"
@kecerdasanbuatan3095,01:00:10,1 jam yang lalu,['01:00:10']
@hyymda,temen gw kena 4 orang 15jt per kepala,1 hari yang lalu,"['temen', 'gw', 'kena', '4', 'orang', '15jt', 'per', 'kepala']"
@mohsolihin3505,polisi kan kerjaannya emg gitu pura2 kerja😂,3 menit yang lalu,"['polisi', 'kan', 'kerjaannya', 'emg', 'gitu', 'pura2', 'kerja😂']"
@dawudiswanto7124,polisi tidur ajah ngribetin apalagi bangun,11 jam yang lalu,"['polisi', 'tidur', 'ajah', 'ngribetin', 'apalagi', 'bangun']"
@juplekah6948,makluk anak sma😂😂😂😂,9 jam yang lalu,"['makluk', 'anak', 'sma😂😂😂😂']"
@sitimasitoh1505,harus sekolah lagi tuh polisi,14 jam yang lalu,"['harus', 'sekolah', 'lagi', 'tuh', 'polisi']"
@ytm101,yang di tangkap biji r ka,1 jam yang lalu,"['yang', 'di', 'tangkap', 'biji', 'r', 'ka']"
@wongsifud1093,mana mungkin gampang banget nangkap bjorka,1 hari yang lalu,"['mana', 'mungkin', 'gampang', 'banget', 'nangkap', 'bjorka']"
@sriyatibasman7684,"polisi kita itu banyak yg bodoh
terutama yg cuma tamat sma tes , masuk .. tanpa kemampuan
gaji gede 
sementara ank kuliah s1
sulit cari kerja",1 hari yang lalu,"['polisi', 'kita', 'itu', 'banyak', 'yg', 'bodoh', 'terutama', 'yg', 'cuma', 'tamat', 'sma', 'tes', ',', 'masuk', '..', 'tanpa', 'kemampuan', 'gaji', 'gede', 'sementara', 'ank', 'kuliah', 's1', 'sulit', 'cari', 'kerja']"
@waluyo-bv9xy,"boro boro bjorka,fufufafa yg sudah terang benderang pun tdk mampu.taunys amplop amplop dan amplop itulah parcok.",1 hari yang lalu,"['boro', 'boro', 'bjorka', ',', 'fufufafa', 'yg', 'sudah', 'terang', 'benderang', 'pun', 'tdk', 'mampu.taunys', 'amplop', 'amplop', 'dan', 'amplop', 'itulah', 'parcok', '.']"
@tobert-c3b,wapres kita juga jago tentang ai,10 jam yang lalu,"['wapres', 'kita', 'juga', 'jago', 'tentang', 'ai']"
@sehogainangka7490,kemampuan polisi cybercrime sampe di mana si😂😂😂 mimpi tangkap bjorka.....eeeee ketangkap biawak😂😂,18 jam yang lalu,"['kemampuan', 'polisi', 'cybercrime', 'sampe', 'di', 'mana', 'si😂😂😂', 'mimpi', 'tangkap', 'bjorka', '.....', 'eeeee', 'ketangkap', 'biawak😂😂']"
@kurex04,biorka itu comunitas bukan individu dan yg menjalankan bukan satu orang kaga bakal ketangkep😂😂😂,1 hari yang lalu,"['biorka', 'itu', 'comunitas', 'bukan', 'individu', 'dan', 'yg', 'menjalankan', 'bukan', 'satu', 'orang', 'kaga', 'bakal', 'ketangkep😂😂😂']"
@michelleofficial6544,undang gua dong ded😊😊,23 jam yang lalu,"['undang', 'gua', 'dong', 'ded😊😊']"
@tanakach07,bukan orng indo dia. orng russia itu,10 jam yang lalu,"['bukan', 'orng', 'indo', 'dia', '.', 'orng', 'russia', 'itu']"
@rundev7,"pertanyaan deddy investigasi diam2..hahah..
kalo lu jd bjorka ?",1 hari yang lalu,"['pertanyaan', 'deddy', 'investigasi', 'diam2', '..', 'hahah', '..', 'kalo', 'lu', 'jd', 'bjorka', '?']"
@noe_srt,papa bob.. 😊,19 jam yang lalu,"['papa', 'bob', '..', '😊']"
@ilhambudiono-th9yz,"janankan bjorka bandar judol aja ga akan bisa dibtangkap kenapa karena tinggal bayar kapolda kapolres dan kapolsek😂beres narkoba aja begitu polisi yg jujur  di bebastugaskan atau dinkriminalisasi 
saya jamin. 
skck bayar kasih aja gocap beres tu 😂",21 jam yang lalu,"['janankan', 'bjorka', 'bandar', 'judol', 'aja', 'ga', 'akan', 'bisa', 'dibtangkap', 'kenapa', 'karena', 'tinggal', 'bayar', 'kapolda', 'kapolres', 'dan', 'kapolsek😂beres', 'narkoba', 'aja', 'begitu', 'polisi', 'yg', 'jujur', 'di', 'bebastugaskan', 'atau', 'dinkriminalisasi', 'saya', 'jamin', '.', 'skck', 'bayar', 'kasih', 'aja', 'gocap', 'beres', 'tu', '😂']"
@maspurtv2470,patroli cyber di indonesia tuh bentuknya seperti apa si bang? ada yang tau ? secanggih apa pemerintah kita ?,9 jam yang lalu,"['patroli', 'cyber', 'di', 'indonesia', 'tuh', 'bentuknya', 'seperti', 'apa', 'si', 'bang', '?', 'ada', 'yang', 'tau', '?', 'secanggih', 'apa', 'pemerintah', 'kita', '?']"
@ma_alpha-l4q,bjorka,1 hari yang lalu,['bjorka']
@queenarahendyaqueenarahe-hl6om,nih polisi random banget sih nangkep orang .... salah tangkap mulu heran 😂😂 dari pertama polisi bilang nangkep byorca aku udah ngakak parah sih trust issue gua gede banget sama polisi konoha 😂😂😂,1 hari yang lalu,"['nih', 'polisi', 'random', 'banget', 'sih', 'nangkep', 'orang', '....', 'salah', 'tangkap', 'mulu', 'heran', '😂😂', 'dari', 'pertama', 'polisi', 'bilang', 'nangkep', 'byorca', 'aku', 'udah', 'ngakak', 'parah', 'sih', 'trust', 'issue', 'gua', 'gede', 'banget', 'sama', 'polisi', 'konoha', '😂😂😂']"
@muhammadnur6198,mau komen pedas takut d tangkap😅,1 hari yang lalu,"['mau', 'komen', 'pedas', 'takut', 'd', 'tangkap😅']"
@wicakenggeng,"pok lisi kalo nangkep yg gaib (teroris, byorka dll) cepet, giliran nangkep silvester (manusia oten pembenci islam) gak bisa 😂😂😂😂",1 hari yang lalu,"['pok', 'lisi', 'kalo', 'nangkep', 'yg', 'gaib', '(', 'teroris', ',', 'byorka', 'dll', ')', 'cepet', ',', 'giliran', 'nangkep', 'silvester', '(', 'manusia', 'oten', 'pembenci', 'islam', ')', 'gak', 'bisa', '😂😂😂😂']"
@rohaedirohaedi2662,polisi..nangkep kucing aja,1 jam yang lalu,"['polisi', '..', 'nangkep', 'kucing', 'aja']"
@tukangcoveramatir1876,ngobrol di game juga bisa om pb dulu bisa buat server buat room nah berdua disiti by one sambil chttan 😅,15 jam yang lalu,"['ngobrol', 'di', 'game', 'juga', 'bisa', 'om', 'pb', 'dulu', 'bisa', 'buat', 'server', 'buat', 'room', 'nah', 'berdua', 'disiti', 'by', 'one', 'sambil', 'chttan', '😅']"
@muhamadfaizul-gh3cz,apa iyaa abg ini bjorka nya ? gak kan hhaha,13 jam yang lalu,"['apa', 'iyaa', 'abg', 'ini', 'bjorka', 'nya', '?', 'gak', 'kan', 'hhaha']"
@jeboltv,"tangkap begal, geng motor dan pungli yang nyata aja susah, apalagi yang gaib",2 jam yang lalu,"['tangkap', 'begal', ',', 'geng', 'motor', 'dan', 'pungli', 'yang', 'nyata', 'aja', 'susah', ',', 'apalagi', 'yang', 'gaib']"
@bram_abram_abraham,seru juga jd hacker yaa...,12 jam yang lalu,"['seru', 'juga', 'jd', 'hacker', 'yaa', '...']"
@thewolfshadow03,"mana bisa mrka nangkap bjorka !!! 

maen kanibal kambing hitam saja !",1 hari yang lalu,"['mana', 'bisa', 'mrka', 'nangkap', 'bjorka', '!', '!', '!', 'maen', 'kanibal', 'kambing', 'hitam', 'saja', '!']"
@dendibahrululum2360,polisi india 👮,9 jam yang lalu,"['polisi', 'india', '👮']"
@フェブリアントデディ,kemungkinan dia wni yg sakit hati dengan sistem negara konoha ini  😂🤣. dan gila 💸,23 jam yang lalu (diedit),"['kemungkinan', 'dia', 'wni', 'yg', 'sakit', 'hati', 'dengan', 'sistem', 'negara', 'konoha', 'ini', '😂🤣', '.', 'dan', 'gila', '💸']"
@desilianti-g9t,daging semua makasih edukasi nya om,7 jam yang lalu,"['daging', 'semua', 'makasih', 'edukasi', 'nya', 'om']"
@caridigooglehura500,🌋𝐇𝐔𝐑𝐀𝟓𝟎𝟎 🌋jamin anti rungkad,1 hari yang lalu,"['🌋𝐇𝐔𝐑𝐀𝟓𝟎𝟎', '🌋jamin', 'anti', 'rungkad']"
@poncosaputra1005,itu udah di kasih kisi kisi nya bjorka adalah anak kebutuhan khusus kayanya maaf cuman analisis aja 😊,1 hari yang lalu,"['itu', 'udah', 'di', 'kasih', 'kisi', 'kisi', 'nya', 'bjorka', 'adalah', 'anak', 'kebutuhan', 'khusus', 'kayanya', 'maaf', 'cuman', 'analisis', 'aja', '😊']"
@wibipratama-i9r,sehat terus bang teguh,19 jam yang lalu,"['sehat', 'terus', 'bang', 'teguh']"
@zakianmaulana6082,"gimana kabar anak buahnya pulisi yg bikin laporan ke atasannya bahwa wft itu ""bjorka"" ya??.😂😂😂",1 hari yang lalu,"['gimana', 'kabar', 'anak', 'buahnya', 'pulisi', 'yg', 'bikin', 'laporan', 'ke', 'atasannya', 'bahwa', 'wft', 'itu', '``', 'bjorka', ""''"", 'ya', '?', '?', '.😂😂😂']"
@tengkumahkota-b8n,pengen tau isi ipadnya apa aja ya aplikasinya... 😁,1 hari yang lalu,"['pengen', 'tau', 'isi', 'ipadnya', 'apa', 'aja', 'ya', 'aplikasinya', '...', '😁']"
@alfairus-w6d,nangkap siplester aja gak mampu...,1 hari yang lalu,"['nangkap', 'siplester', 'aja', 'gak', 'mampu', '...']"
@bangjer30,byorka/bjirka,30 menit yang lalu,['byorka/bjirka']
@laanjas-v5t,netizen sabar aja nanti diuji di pengadilan,1 hari yang lalu,"['netizen', 'sabar', 'aja', 'nanti', 'diuji', 'di', 'pengadilan']"
@rastoniir,nangkap maling motor aja gk bisa nangkap byorka,1 hari yang lalu,"['nangkap', 'maling', 'motor', 'aja', 'gk', 'bisa', 'nangkap', 'byorka']"
@yksputra,polri itu gak pernah ada gunanya selain jadi beban doang,22 jam yang lalu,"['polri', 'itu', 'gak', 'pernah', 'ada', 'gunanya', 'selain', 'jadi', 'beban', 'doang']"
@vionalisty,tidak semudah itu paulo,1 hari yang lalu,"['tidak', 'semudah', 'itu', 'paulo']"
@cozybule,bjorka ditangkap 😃,3 jam yang lalu,"['bjorka', 'ditangkap', '😃']"
@thealyimron,wih nyenggol danantara,1 hari yang lalu,"['wih', 'nyenggol', 'danantara']"
@ridwan3829,"bang ded, coba undang pace komputer",1 hari yang lalu,"['bang', 'ded', ',', 'coba', 'undang', 'pace', 'komputer']"
