no,nama_tempat,nama_reviewer,rating,tanggal,ulasan,jumlah_ulasan_reviewer,foto,cabang,review_length,ulasan_clean,sentiment,pos_words,neg_words,sentiment_score
228,,11_Belila Mega,5,3 minggu lalu,"Spot gelato dengan rasa-rasa unik yang wajib kalian coba di Jogja Utara. Tempatnya nyaman banget, pelayanan ramah, mantap pokoknya bintang lima🤩 …",,Tidak,Michael Kreme Gelato,146,spot gelato rasa unik wajib coba jogja utara tempat nyaman banget layan ramah mantap pokok bintang lima,positif,3,0,3
229,,priscilla aryani,5,3 minggu lalu,"Gelatonya enakk, ada pilihan basic dan signature. Harga masih okeee. Tempat duduknya banyaak dan banyak spot foto. Ada mushollanya juga, jadi oke bangeettt",,Tidak,Michael Kreme Gelato,155,gelatonya enak pilih basic signature harga tempat duduk banyaak banyak spot foto mushollanya jadi bangeet,positif,1,0,1
230,,Isaaf Faadhilah,5,3 minggu lalu,"dark choconya juara. pilihan gelatonya banyak, overall nice, including the services.

untuk atmosfer tempat juga cukup baik, mencakup restroom dan mushola yang cukup layak juga,",,Tidak,Michael Kreme Gelato,177,dark choconya juara pilih gelatonya banyak overall nice including services atmosfer tempat cukup baik cakup restroom mushola cukup layak,positif,2,0,2
231,,Mutiara 3107,5,3 minggu lalu,"ice cream nya enak bgtt trs dapet free mineral wo'ah 🤭, tempat nya juga cozy pelayanan baik ramah semuaa lov",,Tidak,Michael Kreme Gelato,108,cream enak banget terus dapet free mineral tempat cozy layan baik ramah semuaa,positif,4,0,4
232,,Prita Ayudya,5,3 minggu lalu,gelato terbaik sejauh ini!✨🫶🏻🌷,,Tidak,Michael Kreme Gelato,30,gelato baik jauh,positif,1,0,1
237,,Zulfa Noviani,5,3 minggu lalu,Sempurna,,Tidak,Michael Kreme Gelato,8,sempurna,positif,1,0,1
238,,04_As Syifa Najwa Aanisah,5,3 minggu lalu,gelatonya recomend,,Tidak,Michael Kreme Gelato,18,gelatonya recomend,positif,0,0,0
239,,Aditya Anugrah Fikri,5,3 minggu lalu,ice cream nya enak pelayananya ramah,,Tidak,Michael Kreme Gelato,36,cream enak pelayananya ramah,positif,2,0,2
241,,N,5,3 minggu lalu,"Bisa di tambah pernak pernik pink buat foto²
Selebihnya udah oke banget, tempat nya aesthetic",,Tidak,Michael Kreme Gelato,93,tambah pernak pernik pink buat foto lebih udah banget tempat aesthetic,positif,1,0,1
242,,Laili Ashrya,5,3 minggu lalu,"Gelatonya cocok buat yg kurang suka manis karna gak bikin giung. Varian rasanya juga banyak. Tempatnya gak perlu ditanya lagi , nayaman dan comfi.",,Tidak,Michael Kreme Gelato,146,gelatonya cocok buat kurang suka manis karna bikin giung varian rasa banyak tempat tanya lagi nayam comfi,positif,4,1,3
243,,Wisda Fatihur Rozi,5,3 minggu lalu,Seruuu disiniii suka bgt dari Gelato + ambiencenya❤️,,Tidak,Michael Kreme Gelato,52,seru sini suka banget gelato ambiencenya,positif,1,0,1
244,,Gajahungu Sukses,4,3 minggu lalu,"Minuman enak.
Gelato ok
Suasana dan tempat estetik.
Good place good ambience 🥰",,Tidak,Michael Kreme Gelato,78,minum enak gelato suasana tempat estetik good place good ambience,positif,3,0,3
246,,Rr Ayu Setyaningrum,5,3 minggu lalu,"deket rumah, kalo pengen manis manis langsung kesini sewaktu waktu karena buka 24 jam 🥰😍",,Tidak,Michael Kreme Gelato,88,deket rumah ken manis langsung kesini waktu buka,positif,1,0,1
247,,Jawara febrian Wisnu wardana,5,3 minggu lalu,Bagussss sekalii tempatee,,Tidak,Michael Kreme Gelato,25,bagus sekali tempatee,positif,1,0,1
248,,deviputri gustiyani,5,3 minggu lalu,"Untuk gelato nya enak dan banyak pilihan, banyak pilihan menu, pelayanan nya juara bgt. Apalagi mas fao, terimakasih mas sudah membantu, saya lupa dengan pesanan nya tapi mas nya dengan baik dan ramah memberitahu 🫶🏻",,Tidak,Michael Kreme Gelato,215,gelato enak banyak pilih banyak pilih menu layan juara banget apalagi terimakasih bantu lupa pesan baik ramah memberitahu,positif,4,0,4
249,,Rossy Helfina,5,3 minggu lalu,"Tempatnya sangat luas dan bersih..cocok untuk bersantai..makanan dan gelatonya  juga enak2 semua, pokoknya very recomended untuk jadi salah satu tempat yang wajib dikunjungi oleh warga Jogja maupun orang2 yang  mau ke jogja",,Tidak,Michael Kreme Gelato,223,tempat sangat luas bersih cocok santa makan gelatonya enak semua pokok very recomended jadi salah satu tempat wajib kunjung warga jogja maupun orang jogja,positif,4,0,4
250,,Adi Windarto,5,3 minggu lalu,Harus nyoba ke sini sihhh,,Tidak,Michael Kreme Gelato,25,nyoba sini,positif,0,0,0
251,,Eka Mulya Agustina,5,3 minggu lalu,"Konsepnya seperti bar, ada music dan santai. Tempat sangat nyaman. Gelatonya pun banyak pilihan rasanya",,Tidak,Michael Kreme Gelato,103,konsep music santai tempat sangat nyaman gelatonya banyak pilih rasa,positif,1,0,1
252,,Demasa Fetalita,5,3 minggu lalu,"Tempat gelato yang sangat nyaman buat ajak anak-anak nongkrong disini, parkiran luas, banyak spot foto, harga gelato nya juga terjangkau sekali harganya & bisa ambil free mineral water 🥰🍦",,Tidak,Michael Kreme Gelato,187,tempat gelato sangat nyaman buat ajak anak nongkrong sini parkir luas banyak spot foto harga gelato jangkau sekali harga ambil free mineral water,positif,2,0,2
254,,Oky Setiadi,5,3 minggu lalu,"Good job mas ray, pelayanannya sangat ramah sekali",,Tidak,Michael Kreme Gelato,50,good layan sangat ramah sekali,positif,2,0,2
255,,Ernawati R,5,3 minggu lalu,"one of the cutes place to visit in Palagan 🍰

tempatnya nyaman, luas, dan pilihan makanannya beragam selain gelato. pelayanannya juga okay, dan toiletnya pun bersih.
plusnya lagi ada photobox 📸🎞️",,Tidak,Michael Kreme Gelato,195,cutes place visit palagan tempat nyaman luas pilih makan agam selain gelato layan toilet bersih plus lagi photobox,positif,3,0,3
257,,ghania habibah,5,3 minggu lalu,enakkk!!! harus cobain plisss,,Tidak,Michael Kreme Gelato,29,enak cobain plis,positif,1,0,1
258,,Adi Pracoyo,5,3 minggu lalu,"Layanan di sini saya bilang bagus banget. Dari mulai kedatangan di parkiran telah di bantu dan diarahkan security, Lalu memasuki ke dalam akan di sambut dengan ceria mulai di bukakan pintu hingga ke meja pemesanan apalagi ketemu Kak Andi yang ceria hehhe. Tempatnya juga nyaman luas dan ramah anak di lengkapi dengan fasilitas pendukung lainnya seperti musholla dan kamar mandi yang bersih terawat ada juga ruang photoboxnya. Untuk makanan dan minuman di sini pilihannya juga banyak sekali tidak hanya ice cream saja. Perkopian juga tersedia disini. Tempat ini buka 24 jam non-stop rekomendasi banget pokoknya buat di kunjungi kalau kamu lagi di jogja. Anak-anak, remaja, mahasiswa, dewasa, lansia semua cocok dan bisa ke sini. Cobain guys 👌",,Tidak,Michael Kreme Gelato,741,layan sini bilang bagus banget mulai datang parkir bantu arah security lalu pasuk sambut ceria mulai buka pintu hingga meja mesan apalagi ketemu andi ceria hehhe tempat nyaman luas ramah anak lengkap fasilitas dukung lain musholla kamar mandi bersih awat ruang photoboxnya makan minum sini pilih banyak sekali hanya cream saja kopi sedia sini tempat buka stop rekomendasi banget pokok buat kunjung lagi jogja anak remaja mahasiswa dewasa lansia semua cocok sini cobain,positif,8,0,8
259,,Detriana wahyuningsih,5,3 minggu lalu,"Makanan enak, pelayanan baik dan ramah.",,Tidak,Michael Kreme Gelato,39,makan enak layan baik ramah,positif,3,0,3
262,,Ervina Dwi Setyarini,5,3 minggu lalu,"Cozy, chill, pelayanan top bgt",,Tidak,Michael Kreme Gelato,30,cozy chill layan bagus banget,positif,2,0,2
264,,Najwa Rodja,5,3 minggu lalu,"Pelayanannya bgus semua perfect,gelato nya enak, crew ramah sekali",,Tidak,Michael Kreme Gelato,66,layan bgus semua perfect gelato enak crew ramah sekali,positif,3,0,3
267,,Omah salad gembol,5,3 minggu lalu,gelatoo nya sangat enak dan mas mas ramah banget sangat membantu dalam memilih rasa best🌟🌟🌟🌟🌟 pelayan yang lain juga 🌟🌟🌟🌟🌟,,Tidak,Michael Kreme Gelato,122,gelatoo sangat enak ramah banget sangat bantu pilih rasa best layan lain,positif,3,0,3
268,,rahma atrika,5,3 minggu lalu,"Buka 24 jaaam, tempatnya kece bgt es krim nya enak bgt especially pistachio",,Tidak,Michael Kreme Gelato,75,buka tempat bagus banget krim enak banget especially pistachio,positif,2,0,2
269,,amel nasaki,5,Diedit 3 minggu lalu,"The biggest gelato in this town, semua gelatonya enak no debat. Pelayanan ramah bintang 5",,Tidak,Michael Kreme Gelato,89,biggest gelato this town semua gelatonya enak debat layan ramah bintang,positif,2,0,2
270,,Ari Prabowo,5,4 minggu lalu,Coffee Latte nya enak...😃😃 …,,Tidak,Michael Kreme Gelato,28,kopi latte enak,positif,1,0,1
271,,Florentinans Maria,5,4 minggu lalu,Gelato favoritku di kota ini😘,,Tidak,Michael Kreme Gelato,29,gelato favorit kota,positif,1,0,1
272,,jumiyati (mey),5,4 minggu lalu,"Kopinya enak , creamy",,Tidak,Michael Kreme Gelato,21,kopi enak creamy,positif,2,0,2
273,,Inka ayu rahmawati,5,4 minggu lalu,"Gelatonya enak dan tempatnya juga estetik parahhh, rekomendasi kalo ke Jogja😍😍 …",,Tidak,Michael Kreme Gelato,80,gelatonya enak tempat estetik parah rekomendasi jogja,positif,2,0,2
274,,Indita Nafi Andriana,5,4 minggu lalu,Suka banget. Rasanya enak dan varian gelatonya banyak,,Tidak,Michael Kreme Gelato,53,suka banget rasa enak varian gelatonya banyak,positif,3,0,3
275,,Gogo Asri,5,sebulan lalu,Pelayan gelato agak jutek.. rasa gelato sangat enak sekali tapi ada bbrp rasa gelato yg di cobakan ke saya mnurut sy agak kurang cocok disaya jadi saya mencoba mencari yg saya cocok.. bagian pelayan gelato nya lgsg melayani org lain tanpa permisi (pdhal lagi melayani saya) saya sampe bingung akirnya saya dilayani sama teman nya.. klo memang ada rasa yg saya tdk cocok masa di paksakan harus saya pilih..,,Tidak,Michael Kreme Gelato,405,layan gelato agak jutek rasa gelato sangat enak sekali bbrp rasa gelato coba mnurut agak kurang cocok saya jadi coba cari cocok bagi layan gelato lgsg layan orang lain tanpa permisi pdhal lagi layan sampe bingung akirnya layan sama teman memang rasa cocok masa paksa pilih,positif,4,2,2
277,,Ervina,5,sebulan lalu,"Tempatnyaa nyaman, fasilitas lengkap, dan gelatoonyaa juaraaa",,Tidak,Michael Kreme Gelato,61,tempatnyaa nyaman fasilitas lengkap gelatoonyaa juara,positif,3,0,3
279,,Shafira Narindi,5,sebulan lalu,tempatnya aesthetic untuk foto sangat bagus,,Tidak,Michael Kreme Gelato,43,tempat aesthetic foto sangat bagus,positif,2,0,2
280,,Indah Manfaati Nur,5,sebulan lalu,Tempat yang bagus dan nyaman 👍🏻,,Tidak,Michael Kreme Gelato,31,tempat bagus nyaman,positif,2,0,2
282,,Annisa Chlorellani,5,sebulan lalu,"Pertama ke sini langsung disambut pelayanan parkir yang nyaman + bayar parkirnya di kasir, jadi kita tau uang parkir bukan parkir liar.
Suasananya super cozy, dan gelatonya ngga over sweet, cocok sama lidahku yang kurang terlalu suka manis, pelayannya super ramah.
Kalo ke Jogja pasti bakal ke sini lagi.",,Tidak,Michael Kreme Gelato,304,pertama sini langsung sambut layan parkir nyaman bayar parkir kasir jadi uang parkir bukan parkir liar suasana super cozy gelatonya over sweet cocok sama lidah kurang terlalu suka manis layan super ramah jogja pasti bakal sini lagi,positif,6,1,5
284,,Sadewa 48,4,sebulan lalu,"Tempat gelato yang masih baru ini terletak di dekat daerah Palagan, Yogyakarta. Harus saya akui, mereka memiliki salah satu tempat ternyaman, karena tempatnya sangat bersih, rapi, dan modern. Selain itu, area dalamnya juga sangat luas. Tempat ini benar-benar tempat yang tepat untuk menikmati gelato! Staf di sini juga ramah dan bersahabat, meskipun akan lebih baik jika mereka menjelaskan lebih lanjut tentang berbagai pilihan rasa karena Anda hanya diperbolehkan mencicipinya dalam jumlah terbatas.

Sekarang untuk gelatonya sendiri. Mereka memiliki begitu banyak pilihan gelato untuk dicoba, menampilkan 3 etalase dengan rasa yang berbeda. Saya memesan varian Signature, yang harganya lebih mahal (sekitar 55 ribu untuk 2 scoop) dibandingkan varian reguler. Mereka memang menjualnya dengan harga yang lebih tinggi dibandingkan dengan banyak tempat gelato lain di Yogyakarta. Ketika saya mencoba rasa gelato mereka, secara keseluruhan rasanya memang enak dan teksturnya lembut dan halus. Namun, dengan harga yang mereka tawarkan, secara keseluruhan rasanya masih bisa ditingkatkan. Mencoba rasa pistachio dan ferrero rocher, dan keduanya memang memiliki rasa dan tekstur yang enak, meskipun rasanya bisa lebih intens karena agak halus. Akhirnya saya memilih rasa matcha earl grey dan strawberry matcha, dan keduanya memiliki rasa yang lebih intens dan teksturnya juga sangat enak, meskipun rasa susunya juga bisa terasa cukup kuat. Secara keseluruhan, gelato ini adalah tempat yang bagus untuk dikunjungi dan memiliki rasa yang enak serta tekstur yang dibuat dengan baik. Namun, dengan harga yang mereka tetapkan, beberapa peningkatan akan meningkatkan pengalaman keseluruhan, terutama dari segi rasa.",,Tidak,Michael Kreme Gelato,1703,tempat gelato baru letak dekat daerah palagan yogyakarta aku milik salah satu tempat nyaman tempat sangat bersih rapi modern selain area dalam sangat luas tempat benar tempat tepat nikmat gelato staf sini ramah sahabat meski lebih baik jelas lebih lanjut tentang bagai pilih rasa hanya boleh cicip jumlah batas sekarang gelatonya sendiri milik begitu banyak pilih gelato coba tampil etalase rasa beda mes varian signature harga lebih mahal sekitar ribu scoop banding varian reguler memang jual harga lebih tinggi banding banyak tempat gelato lain yogyakarta coba rasa gelato cara seluruh rasa memang enak tekstur lembut halus harga tawar cara seluruh rasa tingkat coba rasa pistachio ferrero rocher dua memang milik rasa tekstur enak meski rasa lebih intens agak halus akhir pilih rasa matcha earl grey strawberry matcha dua milik rasa lebih intens tekstur sangat enak meski rasa susu asa cukup kuat cara seluruh gelato tempat bagus kunjung milik rasa enak serta tekstur buat baik harga tetap beberapa tingkat alam seluruh utama segi rasa,positif,18,2,16
285,,Elena Berkelana,5,sebulan lalu,"okelahhh enakkk!! worth to try, tempat nyaman bgt buat nongkrong sama temen2",,Tidak,Michael Kreme Gelato,76,oke enak worth tempat nyaman banget buat nongkrong sama temen,positif,4,0,4
287,,Joe Tuttle,5,sebulan lalu,"Percayalah pada seseorang yang sudah pernah makan es krim di seluruh Jogja, ini yang terbaik! Rasanya kaya dan mantap. Kualitasnya tertinggi! Tempat lain saja tidak cukup enak.",,Tidak,Michael Kreme Gelato,176,percaya orang pernah makan krim seluruh jogja baik rasa kaya mantap kualitas tinggi tempat lain saja cukup enak,positif,3,0,3
289,,Virdza Anditha,5,sebulan lalu,nomnomm choco brunee & strawberry cheesecakenya enaakk!!,,Tidak,Michael Kreme Gelato,56,nomnomm choco brunee strawberry cheesecakenya enaakk,positif,0,0,0
290,,Devvi Agitha,5,sebulan lalu,"Tempatnya estetik, cozy, & banyak spot fotonya, ga cuma ada es cream, ada kopi dan jg camilan…",,Tidak,Michael Kreme Gelato,94,tempat estetik cozy banyak spot foto cuma cream kopi camil,positif,1,0,1
291,,Wira Adhika,5,sebulan lalu,Overall dari tempat dan pelayanan sih good but berharap kedepannya bisa semakin jauh lebih baik aja peningkatan semuanya 🙌,,Tidak,Michael Kreme Gelato,122,overall tempat layan good harap depan makin jauh lebih baik tingkat semua,positif,2,0,2
292,,Susilo Mukidi,5,sebulan lalu,"pelayanan memuaskan gelato dan coffe cukup enak, apalagi mas mas Bar nya A/N Hendika humble banget orangnya 👉🏻👈🏻",,Tidak,Michael Kreme Gelato,112,layan muas gelato kopi cukup enak apalagi hendika humble banget orang,positif,1,0,1
294,,Zenza Panena,5,sebulan lalu,Bagus,,Tidak,Michael Kreme Gelato,5,bagus,positif,1,0,1
295,,Piere Gerit,5,sebulan lalu,"Gelato yang creamy dan lezat. Patut dicoba! Variasi rasanya luar biasa, lezat, dan juga unik. Mereka punya rasa matcha stroberi dan yang paling mantap adalah rasa ""es teh solo"". Semua orang wajib coba!",,Tidak,Michael Kreme Gelato,201,gelato creamy lezat patut coba variasi rasa luar biasa lezat unik punya rasa matcha stroberi paling mantap rasa solo semua orang wajib coba,positif,4,0,4
298,,Aditya Nurwahyu,5,sebulan lalu,"tempatnya nyaman, es krimnya enak bangett🤩🤩",,Tidak,Michael Kreme Gelato,43,tempat nyaman krim enak banget,positif,2,0,2
304,,Noella Ditha Verysa,5,sebulan lalu,suka banget suasananya dan pelayanannya juga bagus banget terima kasih michael kreme atas pengalamannya,,Tidak,Michael Kreme Gelato,103,suka banget suasana layan bagus banget terima kasih michael kreme atas alam,positif,2,0,2
307,,Devani Octa P,5,sebulan lalu,gelato terbaik yang pernah ada😍,,Tidak,Michael Kreme Gelato,31,gelato baik pernah,positif,1,0,1
308,,Dwirachma Dini,5,sebulan lalu,Kaksila pelayanan nya ramah bangett🥰🥰,,Tidak,Michael Kreme Gelato,37,kaksila layan ramah banget,positif,1,0,1
309,,Syahputrie Ramadhanie,5,sebulan lalu,"Rasa👅 dan harga 💵: 4.9/5⭐️
🍨 rasa gelato nya enak!! Matcha pistachio enak banget, matcha nya berasa tapi di saat bersamaan ada rasa pistachio jadi balance
- rasa es teh solo juga enak! Unik bangett es teh nya kenceng tapi jadi gelato
- varian rasanya enak dan strong rasanya tapi gak kemanisan. Suka bangett
- free ambil dan refill topping
- harganya murah sih!! Small cup combine 2 rasa buat basic cuman 35rb dan buat signature 55rb tapi scoop ice cream nya besar bangettt

Vibes✨ and services🧑‍🍳: 4.9/5⭐️
- tempatnya bagus dan estetik buat nongkrong
- agak masuk ke jalan kecil dan gelap tapi ga expect tempatnya kaya gini
- tongkrongan anak jogja kalau malem sih inii cozy banget
- servicenya ramah banget! Informatif juga. Dijelasin terkait menunya, ditanyain mau coba rasa apa, dan saat makan esnya dianterin free water sama tisu",,Tidak,Michael Kreme Gelato,834,rasa harga rasa gelato enak matcha pistachio enak banget matcha asa saat sama rasa pistachio jadi balance rasa solo enak unik banget kenceng jadi gelato varian rasa enak strong rasa manis suka banget free ambil refill topping harga murah small combine rasa buat basic cuman buat signature scoop cream besar banget vibes services tempat bagus estetik buat nongkrong agak masuk jalan kecil gelap expect tempat kaya tongkrong anak jogja malem ini cozy banget servicenya ramah banget informatif dijelasin kait menu ditanyain coba rasa saat makan es dianterin free water sama tisu,positif,11,0,11
311,,Annisya Lailly Afraha,5,sebulan lalu,Bagus,,Tidak,Michael Kreme Gelato,5,bagus,positif,1,0,1
313,,casey frea,5,sebulan lalu,"gilaa cozy banget tempatnya, red velvet terenak yang pernah aku beli ⭐️⭐️⭐️⭐️⭐️",,Tidak,Michael Kreme Gelato,79,gilaa cozy banget tempat velvet enak pernah beli,positif,2,0,2
316,,Fitriana Danis,5,sebulan lalu,"tempatnya enak buat nyantai
gelato disini pas ga eneg 👍",,Tidak,Michael Kreme Gelato,55,tempat enak buat nyantai gelato sini eneg,positif,1,0,1
317,,Desta Sekar,5,sebulan lalu,"enak enak semua, kopinya jg enak 👍🏽 …",,Tidak,Michael Kreme Gelato,37,enak semua kopi enak,positif,2,0,2
319,,fitria Nrlhikmah,5,sebulan lalu,"Tempatnya luas dan ada banyak spot foto yang bagus, baik di dalam maupun di luar. Ada juga area indoor yang nyaman untuk bersantai. Yang paling keren, cafe ini buka 24 jam, jadi kamu bisa datang kapan saja! Selain itu, ada photobox yang hasilnya sangat jelas dan cakep. Rasa gelatonya juga enak, terutama varian matcha yang ada beberapa pilihan rasa. Pasti akan kembali lagi ke sini!""",,Tidak,Michael Kreme Gelato,384,tempat luas banyak spot foto bagus baik maupun luar area indoor nyaman santa paling bagus cafe buka jadi datang kapan saja selain photobox hasil sangat jelas cakep rasa gelatonya enak utama varian matcha beberapa pilih rasa pasti lagi sini,positif,7,0,7
320,,Yuka Ryn,5,sebulan lalu,Tempatnya senyaman dan seArt itu,,Tidak,Michael Kreme Gelato,32,tempat nyaman seart,positif,1,0,1
321,,Rengganis Putri,5,sebulan lalu,"Ice creamnya sumpah enak bgt, manisnya juga pas, penasaran sama rasa pumpkinnya pun ternyata enak bgtt🥹😍 bakal balik lagi sih ini",,Tidak,Michael Kreme Gelato,129,creamnya sumpah enak banget manis penasaran sama rasa pumpkinnya nyata enak banget bakal balik lagi,positif,3,0,3
322,,dilondiny,5,sebulan lalu,Gelato nya enak banget harganya ramah tempat nya Skena abis,,Tidak,Michael Kreme Gelato,59,gelato enak banget harga ramah tempat skena abis,positif,2,0,2
323,,Wahyu Wahidatu Syifa,5,sebulan lalu,"Pertama kali kesini sama pacar aku😋🫶🏻Tempatnya super unik, ada es krim nya, kopinya enakk, seru ada photobooth nya, parkir mobil luas, dan 24 jam jadi asik banget buat ngobrol sama pacar yg lamaaaa",,Tidak,Michael Kreme Gelato,197,pertama kali kesini sama pacar akutempatnya super unik krim kopi enak seru photobooth parkir mobil luas jadi asik banget buat ngobrol sama pacar lama,positif,2,1,1
327,,Pradipta Candra Kirana,5,sebulan lalu,"tempatnya skena bgt dekornya kerenn, waitersnya apalagi ramahh2 dan ngajak ngobrol juga, pelayanannya juga cepatt terutama mas fahri yg di gelato, asik bgt makasih mas",,Tidak,Michael Kreme Gelato,167,tempat skena banget dekor kerenn waitersnya apalagi ramahh ngajak ngobrol layan cepatt utama fahri gelato asik banget makasih,positif,0,0,0
329,,Teguh priambodo,5,sebulan lalu,"Kesini pagi menjelang siang di hari kerja. Agak kaget ada tempat gelato 24 jam baru buka saat itu.

Tempatnya luas, nyaman dan estetik. Seperti memperhatikan banyak hal kecil.

Pelayanannya ramah dan menjelaskan secara detail.

Rasa gelatonya padet, tidak mudah cair dan variatif pilihan rasanya.

Overall recommended!",,Tidak,Michael Kreme Gelato,318,kesini pagi jelang siang hari kerja agak kaget tempat gelato baru buka saat tempat luas nyaman estetik perhati banyak kecil layan ramah jelas cara detail rasa gelatonya padet mudah cair variatif pilih rasa overall recommended,positif,4,0,4
331,,Cristina Angel,1,sebulan lalu,"Mohon ma'af tapi saya harus memberikan satu bintang, sebelumnya saya beberapa kali kesini tempatnya nyaman dan anak buat kumpul, dari situ saya merekomendasikan teman saya untuk kesini yang kebetulan sedang berlibur di jogja namun saya sangat kecewa kali ini pelayanan sangat tidak ramah terutama bagian pelayanan gelato. Tolong ya mas yang berkacamata kami disini belik ya dan bayar kalol lgi mls kerja mnding gausah, ada masalah apa si kalongeliatin seperti itu ngomong nya jutek juga saya jadi malu sudah merekomendasikan tempat ini",,Tidak,Michael Kreme Gelato,535,mohon beri satu bintang belum beberapa kali kesini tempat nyaman anak buat kumpul situ rekomendasi teman kesini betul sedang libur jogja sangat kecewa kali layan sangat ramah utama bagi layan gelato tolong kacamata sini belik bayar kalol kerja mnding gausah masalah kalongeliatin ngomong jutek jadi malu rekomendasi tempat,netral,4,2,2
332,,Furshah el Farah,5,sebulan lalu,"1. Biskuit Tiramisu
2. Es Oreo
3. Dolce Latte",,Tidak,Michael Kreme Gelato,45,biskuit tiramisu oreo dolce latte,positif,0,0,0
333,,Eunike老师,3,sebulan lalu,"pertama masuk di sambut oleh tukang parkir dan di kasih karcis parkir, bayarnya nanti didalam bersamaan dengan makanan atau minuman yg kita purchase. saya kaget krn sudah purchase makanan tp masih di suruh byr parkir. tester dibatasin cuma boleh 2 rasa aja 😂😂 byr cash cuma maunya uang pas.. rasa oke lah...",,Tidak,Michael Kreme Gelato,307,pertama masuk sambut tukang parkir kasih karcis parkir bayar nanti dalam sama makan minum purchase kaget purchase makan suruh parkir tester dibatasin cuma rasa cash cuma mau uang rasa,netral,0,0,0
335,,Dewi Indahsari,5,sebulan lalu,Beli es krim bonus tempat aesthetic 😍,,Tidak,Michael Kreme Gelato,37,beli krim bonus tempat aesthetic,positif,1,0,1
337,,Selvia Handayani,5,sebulan lalu,"Pertama kali kesini, nyaman banget, tempat nya luas, AC dingin, pelayanan mulai dari security ramah… sampai ke OB…klu soal rasa, gak diragukan…👍👍👍👍",,Tidak,Michael Kreme Gelato,147,pertama kali kesini nyaman banget tempat luas dingin layan mulai security ramah sampai obklu soal rasa ragu,positif,3,1,2
338,,Early Azza,5,sebulan lalu,"Pelayanannya baguss, abang2nya baik dan gelatonya enak, tempatnya bagus aesthetic bangettt. Pas awal dtg disambut sambil dilapim kaca soalnya basah kena hujan sama kak Fao🤣",,Tidak,Michael Kreme Gelato,172,layan baguss abang baik gelatonya enak tempat bagus aesthetic banget awal sambut sambil dilapim kaca soal basah kena hujan sama,positif,4,0,4
339,,Sam Turner,5,sebulan lalu,"Tempat es krim favorit saya sejak tinggal di Jogja. Semua stafnya, terutama teman saya Fakhri, sangat ramah dan membantu. Saya pasti akan kembali lagi :)",,Tidak,Michael Kreme Gelato,153,tempat krim favorit sejak tinggal jogja semua staf utama teman fakhri sangat ramah bantu pasti lagi,positif,2,0,2
340,,Jean-Lin FONTAINE,5,sebulan lalu,Terima kasih telah memberikan pelayanan yang sempurna mas ;),,Tidak,Michael Kreme Gelato,60,terima kasih beri layan sempurna,positif,1,0,1
341,,Tri Wahjono,5,sebulan lalu,"Enak, Tempat nyaman, pelayan ramah,",,Tidak,Michael Kreme Gelato,35,enak tempat nyaman layan ramah,positif,3,0,3
342,,Arbian Digo,5,sebulan lalu,"spot nge es krim enak di daerah palagan, 35porsi utk 2 scope, tp enak kok terutama es krim matcha nya top",,Tidak,Michael Kreme Gelato,105,spot krim enak daerah palagan porsi scope enak utama krim matcha bagus,positif,3,0,3
343,,Siti Nur ' Aisyah,5,sebulan lalu,"tempatnya luas, banyak spot foto bagus, ada indoor smookingnya juga, apalagi buka 24 jam. disni ada photobox juga yang hasil fotonya jelas dan cakep. rasa gelatonya enak, varian matchanya juga ga cuma satu.",,Tidak,Michael Kreme Gelato,206,tempat luas banyak spot foto bagus indoor smookingnya apalagi buka disni photobox hasil foto jelas cakep rasa gelatonya enak varian matchanya cuma satu,positif,4,0,4
344,,Kartika Wibowo,1,sebulan lalu,"Mohon maaf
Service yg di depan sudah sangat oke
Tp yg stand ice cream jutek banget mas2nya.
Lemot bikin males.
Kalau tau kurang orang ditambah kek",,Tidak,Michael Kreme Gelato,146,mohon maaf service depan sangat stand cream jutek banget mas lot bikin males kurang orang tambah,negatif,0,2,-2
346,,ratih,5,sebulan lalu,"Toko es krim 24 jam?!!!! Tempat yang menarik untuk dikunjungi! Kafenya nyaman dan imut, gelatonya enak banget, suasananya, bahkan musiknya pun asyik. Stafnya ramah banget!!! Mereka sangat membantu kalau kamu bingung mau pilih rasa gelato apa <3 Salut untuk FAO dan FAKHRI!! Terima kasih sudah menyambut kami dan semua aura positif yang kalian berikan untukku dan teman-temanku, kalian manis dan lucu banget hahahaha!! SENANG BERTEMU KAMU!!!!",,Tidak,Michael Kreme Gelato,441,toko krim tempat tarik kunjung kafe nyaman imut gelatonya enak banget suasana bahkan musik asyik staf ramah banget sangat bantu bingung pilih rasa gelato salut fakhri terima kasih sambut semua aura positif ikan untuk teman manis lucu banget hahahaha senang temu,positif,5,0,5
347,,Business Trip,1,sebulan lalu,"Food was good, but please for management team. Take care of your employee.
Ada karyawan sakit tetep dipaksa harus kerja, gw sebagai customer aja kasian liatnya. Tiati ya C28 group , ada kantor dinas yg namanya Disnaker.",,Tidak,Michael Kreme Gelato,219,food good please management team take care your employee karyawan sakit tetep paksa kerja customer kasi liat tiati group kantor dinas nama disnaker,netral,1,0,1
348,,Cylvia rina,5,sebulan lalu,"Varian rasa nya ok , unik, dan rasanya emang enak bgt, cobain varian martabak dan kyoto matcha ga nyesel deh.. 👍👍",,Tidak,Michael Kreme Gelato,113,varian rasa unik rasa emang enak banget cobain varian martabak kyoto matcha nyesel,positif,3,0,3
