clean_comment,char_length,word_count,sentiment_label,sentiment_score,confidence,prob_positive,prob_neutral,prob_negative
bner bang,9,2,negative,2,0.56495875,0.41991544,0.015125854,0.56495875
kayak bang22september kemarin hp retas orang pakai pinjol gopay spinjam gak konfirmasi apa2 gak tau udah cair aja udah 5kali polres surat polisi nya lapor aplikasi nya sesuai sop dibalikin langsung gak gak pinjam paksa pinjam bunga yg gede banget,246,40,negative,2,0.8689406,0.014355456,0.11670392,0.8689406
kocok eh salah ketik kocak,26,5,negative,2,0.9952254,0.002370397,0.0024041014,0.9952254
gak nyambung,12,2,negative,2,0.9980313,0.0010131086,0.00095560367,0.9980313
fitnah,6,1,negative,2,0.9980959,0.0009343238,0.000969775,0.9980959
jackmai4x tni tuh sebenernya ajamerakyat dana oprasional gede polricoba kalu gedeabis masyarakat,96,12,negative,2,0.7594916,0.024370737,0.21613759,0.7594916
sumpah awal2 polisi blg tangkap bjorka langsung comment gin besok bjorka asli nonggol ngacak2 polri bener,105,16,negative,2,0.97602457,0.0072466643,0.016728781,0.97602457
gila sih moment gila jackpot,28,5,negative,2,0.95502716,0.040622495,0.004350322,0.95502716
polisi nangkep bjorka polisi nangkep anak punk,46,7,negative,2,0.9767675,0.0005306398,0.022701938,0.9767675
simpel gin deh 1 targetin oknum pegawai instansi usaha suka karaoke mabuk lc 2 pas target mabuk colok hpnya cable data hacking 3 done kelar oknum instansi usaha yg pangkat bayar gede suka mabuk dugem karaoke lc mabok celah hack instansiperusahaan dmn,250,42,negative,2,0.98876464,0.0020592604,0.009176097,0.98876464
3 lucu polisi indo nangkep bjorka,33,6,negative,2,0.75894827,0.005487065,0.23556471,0.75894827
nemanin teman polres lapor tipu teman tipu sosmed beli frizer tipu sampe 48jt lapor polres udah mas diskusi2 pulang,115,19,negative,2,0.9930426,0.00091294973,0.0060445075,0.9930426
tiba2 polisi nangkap bjorka nangkap fufufafa judol aja ga lawak,63,10,negative,2,0.99656266,0.000761834,0.0026754725,0.99656266
dri ngakak pas polisi nangkep wkwkwkwkw,39,6,negative,2,0.97912276,0.009191899,0.011685319,0.97912276
ajar pinter adik biar kalo dah gak polisi,41,8,negative,2,0.8662344,0.105353475,0.028412111,0.8662344
banyak halu,11,2,negative,2,0.5636044,0.40344253,0.032953076,0.5636044
ngomong,7,1,negative,2,0.7105361,0.21484025,0.07462366,0.7105361
mabok oknum kek gituan hpnya 24,31,6,negative,2,0.99711895,0.00041928375,0.002461766,0.99711895
4 ahahah,8,2,negative,2,0.9612805,0.019872818,0.018846607,0.9612805
parah responnya iming2i cuan biar lapor follow up,49,8,negative,2,0.99705637,0.0006547922,0.002288853,0.99705637
duit pake detektif swasta bang,30,5,negative,2,0.96839106,0.00096390425,0.030645005,0.96839106
pantes temen gue tipu retas tiktok shopnya 3jtan cuman bilang biarin aja ga lapor polisi,88,15,negative,2,0.9967704,0.0005614953,0.0026682017,0.9967704
kasih tugas sulit suruh retas hecks klau kasih keeinganan klau jd cyber negara klau gak bisagak mampu teknis bjorka asli klau pingin tau bjorka gtu om dady,155,27,negative,2,0.696935,0.04127881,0.26178613,0.696935
nya paman cok,13,3,negative,2,0.4989834,0.27384102,0.22717553,0.4989834
ngawur wkwkw,12,2,negative,2,0.9981628,0.0006725866,0.0011645996,0.9981628
ferry guru hacker skrg asah aja karna minat nya udah beda,57,11,negative,2,0.56666124,0.014605986,0.41873285,0.56666124
reja arap tuh,13,3,negative,2,0.9822098,0.0065915375,0.011198691,0.9822098
lawak emg si polisi,19,4,negative,2,0.98652005,0.010932008,0.002547884,0.98652005
wkwwkwk bener bgt thumbnail nya sok iye nangkap bjorka,54,9,negative,2,0.8878371,0.07584103,0.03632187,0.8878371
bwawagahaha kasih paham bang knpa,33,5,negative,2,0.5151175,0.20252773,0.28235468,0.5151175
lokasi hilang sepeda motor tanggap adu ongkos jalan lupa biaya operasional,74,11,negative,2,0.74396473,0.0010803145,0.25495493,0.74396473
kadang yg gak lapor polisi paranormal,37,6,negative,2,0.84104526,0.0034086185,0.1555461,0.84104526
lapor bayar polsek,18,3,negative,2,0.5176871,0.009188653,0.47312427,0.5176871
tetangga gua kemarin hilang motor trus nanya gua yg hilang motor bang lapor polisi bayar ga trus dalem hati gua jirr orang yg hilang harta benda nya akan takut lapor yaa tau kalo lapor bilang gitu lihat instansi udah ga percaya,227,41,negative,2,0.9955722,0.0013260655,0.0031016786,0.9955722
orang celaka aja lapor polisi suruh bayar gimana coba surat terang polisi 12 lembar bayar 5 juta parah bener nih polisi,119,21,negative,2,0.9970789,0.00040219005,0.002518912,0.9970789
lahh yg maling motor nya ketangkep warga bawa kantor polisi udah sampe sana polisi nya gk terima,96,17,negative,2,0.99721956,0.00073911087,0.0020412938,0.99721956
hilang motor lapor polisi ongkos nyarinya jual mobil,52,8,negative,2,0.65962493,0.0010369328,0.33933812,0.65962493
kayas86 kalo lapor polisi udh hilang motor tmbah hilang duit motor gabalik,74,12,negative,2,0.9963839,0.0009225705,0.0026935095,0.9963839
tetangga hilang kambing lapor polisi india hilang sapi,54,8,negative,2,0.7041811,0.0011450012,0.2946739,0.7041811
hadeh polisi masalah polisi bantu curanmor coba lapor tau ketemu motor lu bang,78,13,negative,2,0.99029654,0.00054153835,0.00916196,0.99029654
lu habis bnyak lebih harga motor bang,37,7,negative,2,0.7180899,0.1213445,0.16056567,0.7180899
wkwkwk ketawa aja,17,3,negative,2,0.9885886,0.009029621,0.0023817702,0.9885886
fakta anak indonesia cerdas indonesia susah cari kerja,54,8,negative,2,0.9970552,0.0011211865,0.001823651,0.9970552
teman gw aja mantan hacking ketawa liat bjorka ketangkep gak mudah ferguso,74,12,negative,2,0.74307615,0.24154788,0.015375985,0.74307615
orang milih sadar kalo jadi ajar jadi yg timpa orang,52,10,negative,2,0.99560755,0.0011739052,0.003218573,0.99560755
ga ngomongin server om ded kerja kontrak salah bank bumn kasih akses data nasabah bank tsb mudah download bentuk batch 2020 mudah teman bis ange cek rekening rafi ahmad jaga data digital sampah banget,200,34,negative,2,0.9949163,0.0007045273,0.004379137,0.9949163
tangkep tuh koruptor termul si harun mas si yakut rakyat indonesia salut 2 jempol,81,14,negative,2,0.9332485,0.058153503,0.008597938,0.9332485
nya polisi indonesia reformasi akar akar nya,44,7,negative,2,0.96323717,0.0059289807,0.0308339,0.96323717
udah tau salah tangkep biarin aja gitu polisi negara kocaakkkkk,63,10,negative,2,0.99498713,0.0014083281,0.0036045306,0.99498713
mamtab orang2 kyk gin yg masuk dunia perintah,45,8,negative,2,0.9656524,0.0033136832,0.031033868,0.9656524
lo ngpain booss,15,3,negative,2,0.9964144,0.0011049188,0.002480591,0.9964144
sefong,6,1,negative,2,0.7070751,0.23266417,0.06026063,0.7070751
anon75 klo turut kelompok sisi gw nuduh individu,48,8,negative,2,0.9850541,0.00058620813,0.014359773,0.9850541
om jim ngomongin ginian udah gak kelas bahas server maenannya udah satelite security,84,13,negative,2,0.9865312,0.001475854,0.011992963,0.9865312
halah ngaku2 kenal hacker,25,4,negative,2,0.9971161,0.0008324842,0.0020513933,0.9971161
tau gua kalo hacker ga ngaku hacker dah gua mantan direktur cia wawancara bilang kalo hacker sembunyi identitas mati kalo udh kerjasama intelijen mi6 mossad cia,160,26,negative,2,0.88495606,0.0027000394,0.11234389,0.88495606
lg ngebakso,11,2,negative,2,0.9957152,0.0008719276,0.0034128164,0.9957152
ajar tembak polisi trus fitnah tawur,36,6,negative,2,0.99764156,0.00048412464,0.0018743082,0.99764156
yg lindes orang aja 20 wkwk mas percaya,39,8,negative,2,0.5278493,0.05128015,0.42087048,0.5278493
kalo polisi salah tangkap lapor gimana,38,6,negative,2,0.9877652,0.00063142454,0.011603392,0.9877652
maaf polisi salah tangkap maaf guys,35,6,negative,2,0.994156,0.0009795997,0.0048644333,0.994156
salah nangkep bjorka nangkep bjirka,35,5,negative,2,0.9908564,0.0015208496,0.0076228213,0.9908564
polri rekrut calon polri yg ketat jujur duit duit duit,54,10,negative,2,0.9460298,0.0012663242,0.052703843,0.9460298
anak yg racun makan aja anggap sepele anggap 0 persen aja nyawa loh data anggap sepele perintah,95,17,negative,2,0.9960223,0.000777566,0.003200185,0.9960223
bjorka 1 main utama nya annonimous percaya gak percaya cyber sebenernya jaga indonesia dunia cyber klo gak dah jebol parah data2 org2 indonesia perintah sipil,158,25,negative,2,0.9925039,0.0033494784,0.0041466937,0.9925039
om ded undang saron om,22,5,negative,2,0.6727015,0.004747847,0.3225507,0.6727015
ditangkep tukang es krim,24,4,negative,2,0.5287536,0.0020014204,0.46924505,0.5287536
gak nangkap bjorka simpel aja nangkap fufufafa kaskus aja gak nangkap hacker,76,12,negative,2,0.88273364,0.031374544,0.08589184,0.88273364
anak pintar pelihara negara yg pelihara koruptor,48,7,negative,2,0.99421173,0.0033516793,0.002436582,0.99421173
lapor sidang klo bukti salah tangkap polisi pulihin nama media harus ganti rugi materil sesuai tuntut korban korban ga beraniga ngerti sewa lowyer makan sidang,159,25,negative,2,0.989838,0.001242832,0.008919099,0.989838
ruwed bongkar bobrok nya tau sumber dana pinjol,47,8,negative,2,0.99243647,0.0005991679,0.0069643203,0.99243647
kriminal cm byorka asli,23,4,negative,2,0.9515729,0.00077722344,0.047649864,0.9515729
gak bisak kak krn koloni bela tutup,35,7,negative,2,0.9331746,0.00692859,0.05989678,0.9331746
tp kalo yg bahas sy emg sengaja nangkap orang yg tp bjorka biar keren jd ttep yg tangkap mgkin sangka tp bjorka biar keren aja,126,25,negative,2,0.85954356,0.052398503,0.08805797,0.85954356
nurut kek ama ysus yohanes 17 3 yesus definisi hidup kekal hidup kekal kenal engkau satusatunya bapa kenal yesus kristus engkau utus tuhan cod tuhan batas tuhan,160,27,negative,2,0.7888918,0.087923095,0.12318509,0.7888918
ga nyimak ga terima kerja perintah,34,6,negative,2,0.9970926,0.001241229,0.0016661992,0.9970926
karna parah bahas bjorka,24,4,negative,2,0.99631053,0.00094593986,0.0027435117,0.99631053
ferapujia9762 iya ulang tegas tpi gak goreng bjirka kw kasihan cuy,66,11,negative,2,0.98288316,0.0023146025,0.014802192,0.98288316
salahin presiden yh salahin bisik nya sayang presiden gk main sosmed langsung dedi mulyadi tau sebenernya bisik afiliasi periode,128,19,negative,2,0.9915605,0.0014625029,0.006976925,0.9915605
bijipelerka,11,1,negative,2,0.7282312,0.25388616,0.01788266,0.7282312
bjirlah,7,1,negative,2,0.836071,0.14368995,0.020239046,0.836071
kagak tuh orang,15,3,negative,2,0.992351,0.0020827057,0.0055662873,0.992351
siplester aja msh blm ketangkep,31,5,negative,2,0.96456224,0.0034863453,0.03195143,0.96456224
ga tangkap polisi orang duit orang jenius kaya bjorka tangkap polisi orang stnk mati kwkwk,90,15,negative,2,0.99643385,0.0009050216,0.0026611087,0.99643385
setdah bener lu bang,20,4,negative,2,0.6759283,0.2880669,0.036004804,0.6759283
plot twist nya eh ujung2 nya bjorka kerja perintah bikin gaduh tutup bersihin puji validasi masyarakat perintah hebat,117,18,negative,2,0.67778707,0.31539664,0.0068162903,0.67778707
smoga cepat sadar la tu org korup data,38,8,negative,2,0.9968051,0.0009662356,0.0022287462,0.9968051
gw sengaja salah tangkapin biar berita nya rame biar tutupin,60,10,negative,2,0.99392927,0.0005417622,0.00552898,0.99392927
thn 2000 an kalo udang denger chiter gamer langsung dapet data anak2 bus emang mantab hecker jebolin data udah ngapain cari cyber police ajar masalag programer yg ditil tampung aja anak2 negara untung kerja anak2 bangsa lapang kerja model gerus mati lapang kerja muncul karya aja generasi muda,293,48,negative,2,0.9778501,0.01587071,0.0062792026,0.9778501
gimana cerita lulus sma yg masuk institusi aja bayar ratus juta nangkap hacker,78,13,negative,2,0.9824057,0.0007744803,0.01681979,0.9824057
aja kata2 kesan nya tp rakyat yg ngasih duit,44,9,negative,2,0.98511547,0.0022049183,0.012679659,0.98511547
mamang gondrong ga gondrong,27,4,negative,2,0.9958721,0.0020442824,0.0020836205,0.9958721
hacker hebat indonesia anggurin perintah udah perintah biayain hacker pinter mending dana beliin tas branded istri beliin mobil pajero anak indonesia bos yg harap tikus das perintah,181,27,negative,2,0.99604756,0.0012123989,0.0027400162,0.99604756
hari2 bikin malu instansi 1 ken ngomong kasar aja,49,9,negative,2,0.99814343,0.0005820922,0.0012745043,0.99814343
inti cari orang itu2 aja gamau ga urgensi dgn bjorka klien krn yg sadar cyber security,86,16,negative,2,0.9909252,0.0012767861,0.0077980026,0.9909252
orang indonesia tuh pinter lirik yg dapet duduk ordal bawa kepinteran jalan yg salah,84,14,negative,2,0.7399221,0.23579036,0.02428753,0.7399221
no offense kayakny perintah org yg duduk ga kompeten,52,9,negative,2,0.9969868,0.00069749163,0.0023156984,0.9969868
cuman visual comand doang,25,4,negative,2,0.84443957,0.0024058032,0.15315458,0.84443957
rqa2265 mikir kayak gitu kau,28,5,negative,2,0.94311565,0.0011480184,0.055736315,0.94311565
adimahendraaa yaa ga tau bro duga duga udah kaga kaget gin an,61,12,negative,2,0.96233016,0.021182371,0.016487481,0.96233016
wongranggadek ad berita yg besar2 tutup brok,44,7,negative,2,0.96200836,0.0083008595,0.02969075,0.96200836
mnrt ku suruh lelucon aja biar jd guyon indonesia biar hilang focus ni orng2,76,14,negative,2,0.9919282,0.0011167304,0.0069550336,0.9919282
manuk akal,10,2,negative,2,0.98893005,0.008157252,0.0029126774,0.98893005
prestasi butuh kelas bangg abis komunitas diperiksain tuh,57,8,negative,2,0.9636314,0.0045776526,0.03179098,0.9636314
kerja polisi duduk ngerokok ngopi suruh nangkep hacker,54,8,negative,2,0.9860866,0.0005164884,0.0133969765,0.9860866
lho byorka demen sound horeg om jedah jedug in data wkwkkw,58,11,negative,2,0.9520109,0.0337333,0.014255772,0.9520109
fufufafa aja gak ketangkep gitu nangkep bjorka,46,7,negative,2,0.9694817,0.005878743,0.024639573,0.9694817
takut rakyat indonesia lawan pejabat2 korup institusi rahasia yg presiden yg tau basmi koruptor langsung karungin aja sprti jaman soeharto,138,20,negative,2,0.9972262,0.000575865,0.002197976,0.9972262
bjorka ketangkep bjirka,23,3,negative,2,0.83946246,0.09285682,0.06768075,0.83946246
bjorka wahh gue ketangkep lg gumam guling tonton berita,55,9,negative,2,0.9736007,0.0016060113,0.024793258,0.9736007
sumut orang ditangkep sabunya dikantongin oknum pinter banget rekayasa nya emang real jahat,91,13,negative,2,0.9978389,0.0010817423,0.0010793897,0.9978389
746 suara misterius haaaaaaaaaaaaaaa,36,4,negative,2,0.736594,0.004112162,0.25929388,0.736594
masyarakat suruh percaya polisi pake acara nangkep hacker nangkep bandar judol aja ga becus,91,14,negative,2,0.9973878,0.000656068,0.0019560868,0.9973878
udah tarik berkalikali 855gak kecewa,36,5,negative,2,0.9978148,0.00082356343,0.0013616916,0.9978148
gw percaya tangkap emang betul bjorka karna gin hacker ngk sebdoh terang terang nama nya organisasi bjorka aja hacker cari nama bjorka bjorka jadi nama orang orang pikir nama bjorka tangkap tangkap si bjorka nha hacker nya karna hacker nya menajdi bjorka nama hacker aja tangkap bjorka nya hacker,296,49,negative,2,0.98977613,0.003734886,0.006489024,0.98977613
teknokaryaestima kirain gua doang yg bingung nyesel baca jir,60,9,negative,2,0.7564162,0.0025516986,0.24103212,0.7564162
bintangmuhamad5724 serius ama komen judol,41,5,negative,2,0.98540074,0.0009452852,0.01365394,0.98540074
itumah bug hunter ajc,21,4,negative,2,0.95678145,0.0017103995,0.041508157,0.95678145
bg nanya bajak kamera hp orang sentuh hp si target kirim link si target,71,14,negative,2,0.56848526,0.001364749,0.43015,0.56848526
iya cari bug system,19,4,negative,2,0.99444336,0.0006549851,0.004901639,0.99444336
otodidak mah latih anak it ga bantu perintah ga bayar kerja bakti doang,71,13,negative,2,0.95408064,0.007281099,0.03863825,0.95408064
yg coding bang hacker gak latih,31,6,negative,2,0.98799664,0.0011877925,0.010815573,0.98799664
orang awam ikut ajar gak,24,5,negative,2,0.9517815,0.007184923,0.04103358,0.9517815
yg garis bawah gak prestasi,27,5,negative,2,0.99425334,0.0028142957,0.0029323383,0.99425334
hoax wkwk,9,2,negative,2,0.9973809,0.0006290597,0.0019899686,0.9973809
kentmurphii kuliah bang,23,3,negative,2,0.7078332,0.04341716,0.24874967,0.7078332
2003 udh publikasi gk luas gampang,34,6,negative,2,0.9925276,0.002233303,0.005239129,0.9925276
bejouhuy123 lu yg lawak kaya liat ga ikut ctf latih kemarin russia latih hacker dunia indonesia perwakilanya 14 orang ikut latih cybersecurity sana lawak ngatain lawak kocak,173,27,negative,2,0.9124383,0.051290534,0.036271203,0.9124383
bot judol njir,14,3,negative,2,0.99805886,0.0009937747,0.00094731385,0.99805886
spil bang,9,2,negative,2,0.87890357,0.05744602,0.06365038,0.87890357
inyiakputiahl9v nyuruh tuyul,28,3,negative,2,0.9387597,0.00066558155,0.06057482,0.9387597
emang bpa2 coklat ni pintar bikin malu,38,7,negative,2,0.99116373,0.0066039525,0.0022323153,0.99116373
bjorka banget ngeliatin masyarakat isi otak istansi,51,7,negative,2,0.61138386,0.21191515,0.17670104,0.61138386
gw ngefans bjorka otw ganti nama sosmed pake nama ah tkut tangkap,65,12,negative,2,0.81017804,0.11311575,0.07670615,0.81017804
singkat padat yahhh karna engga prestasi kali cuaakksss,55,8,negative,2,0.74904454,0.23471591,0.016239544,0.74904454
berita bjorka tangkap gue ngakak abis perut sakit cuk bjorkanya mabuk lem,73,12,negative,2,0.99581546,0.00078440417,0.0034001812,0.99581546
kalo konoha mah kalo generasi muda mkin maju pnya mampu khusus sma negara biarin kalo jabat korup piara realitanya,114,19,negative,2,0.9192799,0.068567574,0.012152537,0.9192799
bjorka kocak gimang,19,3,negative,2,0.9144992,0.076569766,0.008930993,0.9144992
inti jngn bantu aparat karna bs balik ujung cm maaf tau anjink nama hancur,74,14,negative,2,0.99407417,0.0007374038,0.0051884297,0.99407417
bnyk yg salah tangkap hukum kacau nih polisi klo salah nangkap mulu,67,12,negative,2,0.9977258,0.00055544695,0.001718787,0.9977258
policinya sibuk olahraga lari pagi sempet ajar wkwkwk,53,8,negative,2,0.81268793,0.0371534,0.15015861,0.81268793
5125 polisi temen gw kena salah tangkep narkoboy hp nya trus colokin alat wa wa yg udah hapus gilaaa,100,19,negative,2,0.8015778,0.001204,0.19721816,0.8015778
hacker kelompok baur,20,3,negative,2,0.7496156,0.0014130347,0.24897139,0.7496156
mas postingannya isi daging wkwk,32,5,negative,2,0.9822258,0.0031895393,0.014584711,0.9822258
ketawain ethikhal nya wakil banget bajir,40,6,negative,2,0.9717804,0.025471143,0.0027484137,0.9717804
tuju bjorka emang pemuda lokal yg samasama kesal laku perintah kek wakil banget wkwkw,85,14,negative,2,0.99739575,0.0008147656,0.0017894645,0.99739575
akwowkw anak punk tuduh,23,4,negative,2,0.9941624,0.0004818774,0.0053556897,0.9941624
si byorka ngmong dc sesimple mulu pdhl yg dgr byangin aj susah bnget,68,13,negative,2,0.99530196,0.0015434528,0.0031545751,0.99530196
dlm tarung sipat dg sipat jahat indonesia mayoritas muslim besar dunia kwalitas iman muslim indonesia takut slalu terombang ambing,130,19,negative,2,0.9923477,0.0040786755,0.0035736235,0.9923477
bjorka senyum makan kacang,26,4,negative,2,0.7088238,0.03229422,0.25888196,0.7088238
tangkap polisi bejorka eh berjirrka,35,5,negative,2,0.9406436,0.0007852085,0.058571205,0.9406436
nyari maling motor maling aja susah dapet nya situ plat nomer nya wajah si laku nangkep hacker mudah bener wkwkw,112,20,negative,2,0.9931257,0.003604441,0.0032699218,0.9931257
menit 3700 ken ketawa kalo instansi nujukin kaya gitu,53,9,negative,2,0.96078247,0.0037830512,0.035434514,0.96078247
nakal ditakuttakutin orang dewasa awas polis awas polis dlm pikir polis takut anak2,83,13,negative,2,0.9941275,0.0010481124,0.0048243618,0.9941275
hahhaa polisi konoha kena prank nerasa bangga sdh nangkep tpi bikin malu,72,12,negative,2,0.996396,0.001518383,0.0020856035,0.996396
skill isue pake alih isue orang nya udh tangkap pas serang beneran bjoker awokawok langsung miris,97,16,negative,2,0.9970758,0.001035709,0.001888509,0.9970758
udah gak aneh poliz negara koruptor main judol yg bikin bangkrut bandar judol aja tangkap poliz yg bikin lapor yg tau bandar judol rugi logika wkwkwk,149,26,negative,2,0.9969963,0.001782301,0.0012214386,0.9969963
salah polisi salah masuk polisi aja main curang,47,8,negative,2,0.9981323,0.00056167674,0.001306077,0.9981323
polisi yg statement sdh tangkap bjorka hukum pecat krn bohong thdp publik ulang klo jabat humas polri baca hasil lapor pangkat gaji resiko tentara medan perang dg gaji tendah resiko taruh nyawa padan jabat gaji resiko,217,36,negative,2,0.99130625,0.0012501556,0.0074435547,0.99130625
gak paham sh sandiwara bjorka muncul pas kominfo aju anggar dprstelah anggar cair bjorka ilangpaham,99,15,negative,2,0.9912316,0.0008677043,0.007900605,0.9912316
sixtyshop software nya orang kalimantan bikin software muda bikin perusahaan2 ga lirik jual software,100,14,negative,2,0.9464637,0.013180622,0.04035569,0.9464637
polisi cari kepala bahaya cari kambing hitam nutupin biar gk tau gk kerja ny gaya nya nampang pake kacamata selfi jalan ny ngatur lintas,136,24,negative,2,0.9972011,0.0007477389,0.0020512443,0.9972011
4500 partai pilih tum nya pakai evoting om tiba2 kejam si yg kalah tiba2 lonjak suara,85,16,negative,2,0.99225616,0.00059712713,0.007146687,0.99225616
parcok gerombol cari celah naek jabat ga prduli anak punk kamuflase hacker bjorka episode gorong yg jijik muak,110,18,negative,2,0.9972824,0.0007183761,0.0019991922,0.9972824
pajak kendara mewah tagih rumah rumah aja sederhana nama dipake kendara mewah,77,12,negative,2,0.86048585,0.003592194,0.13592194,0.86048585
perintah indo tu kolot bego hebat wkwkwk,40,7,negative,2,0.99764603,0.0009693522,0.0013845843,0.99764603
knp gk ad texk kyak yg om,25,7,negative,2,0.94112927,0.009267137,0.049603604,0.94112927
gw tuju kelas bayar tp materi kosong harga sampe puluh juta materi bobot kelas gratis,85,15,negative,2,0.96254647,0.0039133485,0.033540163,0.96254647
anak indonesia hasil menang lomba bobol security nasa lomba resmi nasa gak dapet spotlight halayak ramai,104,16,negative,2,0.7506951,0.015716419,0.23358844,0.7506951
bjorka ketawa liat berita ketangkep y,37,6,negative,2,0.9244326,0.059209574,0.016357908,0.9244326
mentok mentok polisi pake dukun,31,5,negative,2,0.9965856,0.00047882224,0.0029355905,0.9965856
biasa rekayasa numbalin orang,29,4,negative,2,0.99625045,0.0009778345,0.002771691,0.99625045
isi podcastnya kaget smw ga isasia ngikutin it,46,8,negative,2,0.9929189,0.0021826369,0.004898463,0.9929189
laku polisi salah nangkep udah,30,5,negative,2,0.996825,0.0006814823,0.0024935482,0.996825
udah bantu gong sihh tu,23,5,negative,2,0.5671825,0.04052083,0.39229667,0.5671825
bjorka ketangkep harun mas pupukpapah,37,5,negative,2,0.61045724,0.27434182,0.11520091,0.61045724
bang bjorkaa bocor data curi uang rakyat donk biar pd insaf,59,11,negative,2,0.97456896,0.0008309756,0.02460013,0.97456896
bayangin bjorka geli n malu liat isilop si swodoh kasih lawan minimal imbang,76,13,negative,2,0.9949419,0.0015904121,0.0034677256,0.9949419
bjorka jgn tangkap krn takut koruptor,37,6,negative,2,0.99269474,0.00083014555,0.0064751613,0.99269474
ketawa berita polisi nangkap bjorka orang kelas fufufafa aja gk nangkap,71,11,negative,2,0.9953317,0.0007614748,0.003906846,0.9953317
klo bener polisi ny kocak jeblak biar kereeeen,46,8,negative,2,0.7081878,0.281881,0.009931202,0.7081878
judol urusin gak kelar aja alibi nya,36,7,negative,2,0.9980957,0.00063400867,0.0012703062,0.9980957
ngapain nyari bjorka judol tuh urusin poll,42,7,negative,2,0.99699354,0.0004748748,0.002531539,0.99699354
yg susah nangkap bandar narkoba bandar judol,44,7,negative,2,0.99369204,0.0008143437,0.005493624,0.99369204
perintah dukung irang2 data indonesia,37,5,negative,2,0.7277305,0.006234224,0.2660352,0.7277305
nangkep curanmor aja syulit hacker kelas bjorka,47,7,negative,2,0.9811559,0.00048426478,0.01835985,0.9811559
moga perintah era apa focus manfaat optimal talenta2 potensial negeri nkri maju sejahterabanyak fakta talenta anak negeri abai negara lantar manfaat contoh th 19803 anak its hasil rancang mobil listrik sukses ujuicoba surabaya jakarta eeee telah abai tenggelamsekarang motor listrik china banjir indobgt mobilnyaitu akibat karakter politis yg bener bgmn iptn disiasiakan,370,52,negative,2,0.931618,0.025451984,0.042930003,0.931618
garis nya instansi polisi tertawa,33,5,negative,2,0.78587943,0.13339509,0.08072553,0.78587943
salah tangkap polisi indonesia polisi indonesia salah tangkap,61,8,negative,2,0.98925996,0.00055277237,0.010187248,0.98925996
jangan2 yg undang bjorka yg asli,32,6,negative,2,0.9856618,0.0015717697,0.012766449,0.9856618
layan pinter ngelawak ngejalani tugas,37,5,negative,2,0.64542234,0.3417044,0.012873268,0.64542234
gaya transisi 855banget bro,27,4,negative,2,0.8939552,0.045434628,0.060610175,0.8939552
1000000 warga indonesia udh tau polisi sih no lbh polisi tidur,62,11,negative,2,0.94304174,0.0018585068,0.055099778,0.94304174
chatting jalan senyap marketplace wkwkwk,40,5,negative,2,0.5657822,0.37416902,0.060048793,0.5657822
salah hibur,11,2,negative,2,0.99705315,0.0013974444,0.0015494336,0.99705315
gua bjorka nonton berak pegang hp ketawa ha ha hi hi,52,11,negative,2,0.9887195,0.0037198656,0.0075605772,0.9887195
ngx bayang instansi ono betapa malu,35,6,negative,2,0.99626213,0.0015955082,0.0021423807,0.99626213
sicoklat bahan bullyan seindo,29,4,negative,2,0.9976382,0.0005693054,0.0017924457,0.9976382
om ded ketawa jahat akakakakakak,32,5,negative,2,0.99614453,0.001962477,0.0018930172,0.99614453
sadar kalo trnyata slama dibritakan gk karu2 an orang yg nikah aku pura2 nila sadar kalo trnyata orang kompak tutup nikah palsu benar nikah anak bapak cuman nutupi dari yakin ku tuhan kalo bohong,195,34,negative,2,0.99592376,0.0023103717,0.0017658565,0.99592376
wtf,3,1,negative,2,0.6639946,0.20060608,0.13539933,0.6639946
bang hacker bikin hujan duit yu indo,36,7,negative,2,0.99333364,0.0010413327,0.005625072,0.99333364
gw percaya polisi umum kalo hittler tinggal garut polisi umum hasil nangkep bjorka umum kerja bohong emang berita polisi bener bohong,133,21,negative,2,0.997083,0.0016017859,0.0013151506,0.997083
bejorka sumber data info orang orang komdigi henti bejorka pegawai ganti tangkap muncul bejorkannya,99,14,negative,2,0.82681006,0.0014736045,0.1717164,0.82681006
salah tangkap alangkah malu nya polri pers liris konferensi pers gimna rating polisi,84,13,negative,2,0.9943757,0.0006720679,0.00495219,0.9943757
nangkep milik judol gak nangkep hacker,38,6,negative,2,0.996126,0.0009583309,0.0029156755,0.996126
hacker fokus ceh pen test bug bounty cyber security,51,9,negative,2,0.5482983,0.0011685606,0.45053318,0.5482983
depan muncul byorka yg asli polisi malu gak yaginian perintah rekrut orang2 ginian yg bantu sayber perintah aman sayber perintah orang sungguh pintar sistim program,164,25,negative,2,0.984251,0.010471194,0.00527782,0.984251
gila nasib gue jalan hidup gue kacau kluarga brita gue dah jelek banget suami gue diam2 dah nikahin anak tahu gw anak gue gk gue slama gw bohong gk tau karna kompak bohong,171,33,negative,2,0.9979449,0.0009772364,0.0010778554,0.9979449
rasa banget ni cuman web perintah web web umkm luput sebotase gak jahat si cuman nyisipin kode web judol aja tpi bener bener masuk,130,24,negative,2,0.9712502,0.016613651,0.012136135,0.9712502
gua sadar anak indonesia yg pintar harga sedih negara,53,9,negative,2,0.888911,0.10284935,0.0082396185,0.888911
1 intel gak ngaku klo intel hacker bjorka salah dr,50,10,negative,2,0.80953616,0.0026065055,0.18785734,0.80953616
