clean_comment,char_length,word_count
hacker kelompok baur,20,3
gw biyorka bjorka ngetawain laku polisi makan goreng cabe rawit nya 3,69,12
mas postingannya isi daging wkwk,32,5
ketawain ethikhal nya wakil banget bajir,40,6
tuju bjorka emang pemuda lokal yg samasama kesal laku perintah kek wakil banget wkwkw,85,14
menit 0749 suara bjorka masuk om ded,36,7
perintah hasil tangkap bjorka bjorka udah yappingnya,52,7
akwowkw anak punk tuduh,23,4
si byorka ngmong dc sesimple mulu pdhl yg dgr byangin aj susah bnget,68,13
dlm tarung sipat dg sipat jahat indonesia mayoritas muslim besar dunia kwalitas iman muslim indonesia takut slalu terombang ambing,130,19
bjorka senyum makan kacang,26,4
tangkap polisi bejorka eh berjirrka,35,5
nyari maling motor maling aja susah dapet nya situ plat nomer nya wajah si laku nangkep hacker mudah bener wkwkw,112,20
menit 3700 ken ketawa kalo instansi nujukin kaya gitu,53,9
nakal ditakuttakutin orang dewasa awas polis awas polis dlm pikir polis takut anak2,83,13
1900 haha hihi,14,3
hahhaa polisi konoha kena prank nerasa bangga sdh nangkep tpi bikin malu,72,12
bjorka lihat podcasts ngemil kacang sukro nyambi nyeblak,56,8
ingat surah albaqarah ayat 1,28,5
skill isue pake alih isue orang nya udh tangkap pas serang beneran bjoker awokawok langsung miris,97,16
kalimat video tulus penuh makna 855yang suka bikin tonton nyaman gak hakim sukses channel,89,14
udah gak aneh poliz negara koruptor main judol yg bikin bangkrut bandar judol aja tangkap poliz yg bikin lapor yg tau bandar judol rugi logika wkwkwk,149,26
salah polisi salah masuk polisi aja main curang,47,8
polisi yg statement sdh tangkap bjorka hukum pecat krn bohong thdp publik ulang klo jabat humas polri baca hasil lapor pangkat gaji resiko tentara medan perang dg gaji tendah resiko taruh nyawa padan jabat gaji resiko,217,36
gak paham sh sandiwara bjorka muncul pas kominfo aju anggar dprstelah anggar cair bjorka ilangpaham,99,15
temen autis jenius jago coding it undang acara teknologi,56,9
alih isu hukum mati koruptor sita aset korupsi laptop nadim mbg minyak up,73,13
sixtyshop software nya orang kalimantan bikin software muda bikin perusahaan2 ga lirik jual software,100,14
obrol om teguh chuaakkssnya wkwkw,33,5
polisi cari kepala bahaya cari kambing hitam nutupin biar gk tau gk kerja ny gaya nya nampang pake kacamata selfi jalan ny ngatur lintas,136,24
4500 partai pilih tum nya pakai evoting om tiba2 kejam si yg kalah tiba2 lonjak suara,85,16
ajar hacking game iseng penasaran gimana sistem jalan pure otodidak kalo digging internet modal vpn,99,15
parcok gerombol cari celah naek jabat ga prduli anak punk kamuflase hacker bjorka episode gorong yg jijik muak,110,18
bocor data pakai survey vote pilih bikin akun bot data si guna,62,12
pajak kendara mewah tagih rumah rumah aja sederhana nama dipake kendara mewah,77,12
perintah indo tu kolot bego hebat wkwkwk,40,7
sragam coklat emang lawak kalo cari mukabangun woy jangn enak jdi polisi tidur mulu,83,14
knp gk ad texk kyak yg om,25,7
gw tuju kelas bayar tp materi kosong harga sampe puluh juta materi bobot kelas gratis,85,15
anak indonesia hasil menang lomba bobol security nasa lomba resmi nasa gak dapet spotlight halayak ramai,104,16
gak gimic lo beneran hapal lagu gemesssss,41,7
bjorka pecah skandal judol,26,4
harga perintah obok obok bjorka,31,5
kalo ngobrol shootnya dua2nya nikmat,36,5
bjorka ketawa liat berita ketangkep y,37,6
mentok mentok polisi pake dukun,31,5
biasa rekayasa numbalin orang,29,4
pov bjorka nyeduh kopi dlu kali,31,6
isi podcastnya kaget smw ga isasia ngikutin it,46,8
laku polisi salah nangkep udah,30,5
bjorka kren kyk film film seru,30,6
udah bantu gong sihh tu,23,5
bjorka ketangkep harun mas pupukpapah,37,5
bjorka asli lingkar,19,3
sim umur hidup keren polisi,27,5
bang bjorkaa bocor data curi uang rakyat donk biar pd insaf,59,11
bayangin bjorka geli n malu liat isilop si swodoh kasih lawan minimal imbang,76,13
inget film the accountant adminnya si accountant,48,7
bjorka jgn tangkap krn takut koruptor,37,6
bjorka nonton tertawa,21,3
intel yg sungguh om deddy,25,5
99 bjorka alih isu,18,4
ketawa berita polisi nangkap bjorka orang kelas fufufafa aja gk nangkap,71,11
klo bener polisi ny kocak jeblak biar kereeeen,46,8
judol urusin gak kelar aja alibi nya,36,7
ngapain nyari bjorka judol tuh urusin poll,42,7
yg susah nangkap bandar narkoba bandar judol,44,7
perintah dukung irang2 data indonesia,37,5
nangkep curanmor aja syulit hacker kelas bjorka,47,7
moga perintah era apa focus manfaat optimal talenta2 potensial negeri nkri maju sejahterabanyak fakta talenta anak negeri abai negara lantar manfaat contoh th 19803 anak its hasil rancang mobil listrik sukses ujuicoba surabaya jakarta eeee telah abai tenggelamsekarang motor listrik china banjir indobgt mobilnyaitu akibat karakter politis yg bener bgmn iptn disiasiakan,370,52
bjorka 1orang kumpul hacker mudah aparat tangkap,48,7
garis nya instansi polisi tertawa,33,5
salah tangkap polisi indonesia polisi indonesia salah tangkap,61,8
byorka byorka gw,16,3
jangan2 yg undang bjorka yg asli,32,6
polri paham pecah arti 001 mimpi ketemu bjorka,46,8
bjorka nonton nih,17,3
layan pinter ngelawak ngejalani tugas,37,5
plot twist nya bjorka wkwk,26,5
yg jdi narasumber gue tau orang keren si orang,46,9
tnya,4,1
gaya transisi 855banget bro,27,4
bjorka nya yg deddy dlm podcast,31,6
bjorkanya recall2,17,2
1000000 warga indonesia udh tau polisi sih no lbh polisi tidur,62,11
udah percaya aja bjorka biar neng apreasiasi kerja perintah,59,9
chatting jalan senyap marketplace wkwkwk,40,5
bjorka ngakak liat,18,3
salah hibur,11,2
gilak dar der dor fix om ded ken tau pake banget walhasil ilmu yg didapet thanks om ded tim udah ngundang orang yg keren,120,24
udah pangkas rambut anak anak kominitas hacker heckeran,55,8
biar bilang kerja nangkap gak heran weteng coklat,49,8
gua bjorka nonton berak pegang hp ketawa ha ha hi hi,52,11
hai indonesia bjorka sehat damai sejahtera transfer uang ketua cyber security indonesia,87,12
ngx bayang instansi ono betapa malu,35,6
undang menkeu purbaya om ded,28,5
listyo sigit bikin mlu ama byorka,33,6
sicoklat bahan bullyan seindo,29,4
rekrutmen polisi minimal s1,27,4
om ded ketawa jahat akakakakakak,32,5
sadar kalo trnyata slama dibritakan gk karu2 an orang yg nikah aku pura2 nila sadar kalo trnyata orang kompak tutup nikah palsu benar nikah anak bapak cuman nutupi dari yakin ku tuhan kalo bohong,195,34
hati2 bwt coment,16,3
wtf,3,1
bang hacker bikin hujan duit yu indo,36,7
gw percaya polisi umum kalo hittler tinggal garut polisi umum hasil nangkep bjorka umum kerja bohong emang berita polisi bener bohong,133,21
hubung company ansuransi scamer tau maklumat sy,47,7
bejorka sumber data info orang orang komdigi henti bejorka pegawai ganti tangkap muncul bejorkannya,99,14
1744 om ded coba giring beliau jurang beliau loncat respect,59,10
salah tangkap alangkah malu nya polri pers liris konferensi pers gimna rating polisi,84,13
422 sumpah estetik banget transisi halus warnawarnanya bikin adem 855dan musik latar cocok banget,97,14
polisi pintar bukti,19,3
om ded mode intel gali trosss omm,33,7
nangkep milik judol gak nangkep hacker,38,6
hacker fokus ceh pen test bug bounty cyber security,51,9
depan muncul byorka yg asli polisi malu gak yaginian perintah rekrut orang2 ginian yg bantu sayber perintah aman sayber perintah orang sungguh pintar sistim program,164,25
rendah serendah rendah nya instansi nya sebut bjorka facebluesmiling facebluesmiling facebluesmiling facebluesmiling,116,12
bjorka i m still alive bitts,28,6
gila nasib gue jalan hidup gue kacau kluarga brita gue dah jelek banget suami gue diam2 dah nikahin anak tahu gw anak gue gk gue slama gw bohong gk tau karna kompak bohong,171,33
rasa banget ni cuman web perintah web web umkm luput sebotase gak jahat si cuman nyisipin kode web judol aja tpi bener bener masuk,130,24
om dedi sm bjntang tamu bagamana bkn djorka g tau,49,10
bjorka nonton podcast bjorka dmna buka data2 pejabat2 korupsi indonesia lembaga teimksh,87,12
gua sadar anak indonesia yg pintar harga sedih negara,53,9
ngehack situng kpu sih hitung suara manual formulirdokumen lacak mainhya ngehack manual alias beli suara ama tugas catat hehehe,127,19
1 intel gak ngaku klo intel hacker bjorka salah dr,50,10
nangkep bjorka ngakak guling guling kalo nangkep maling ayam percaya butuh bulan bantu siva,91,14
gak ngalahin video lapar makan haus minum gacor di855,53,9
bjorka bs dikadalin,19,3
katakata no system is safe,26,5
bjorka nonton senyum senyum,27,4
proyek jabat polisi nangkep orang kadang maksa wkwk,51,8
harap anak sma tangkap hacker beda class,40,7
kasihan yg ketangkep kambing hitam,34,5
inget film who am i no system is safe sampe endingnya ngehack otak sidik europol nya,84,16
korupsi hukum mati indonesia jaya,33,5
dunia nyata aja salah tangkap dunia ndak nyata,46,8
kasihan yg tangkap gak hukum rekayasa utk hukum,47,8
hacker yg pinter gin layak rekrut anggota polri unit cyber manfaat tuh nyadap jabat biar gk korupsi,99,17
rakyat pakai baju bjorka tangkap polisi,39,6
isu alih uud empas aset,23,5
bener ngalami telegram bayar habis ga lanjutin koruptor plihara 62,66,10
masyarakat gaptek cik cik,25,4
jago apa elu kalo sodara lu yg instansi lu apa2 indonesia hebat yg kaya soadara wajib,85,16
mas teguh udh bilang g kerja perintah,37,7
1752 catat,10,2
bener banget bocor data usaha swasta hukum tp kalo perintah ga hukum apa2 data besar perintah ohhh konoha,105,18
agen investigasi mode podcast,29,4
dapat bjorka komunitas instansi,31,4
plot twist podcast om ded bjorkanya canda,41,7
bjorka blokir pinjol aja gk,27,5
hitung berp kali kalimat simple ucap,36,6
menit 29 gong sihh bantu perintah lapor jemput polisi aneh nya indonesiaa kuuu bjorka gas terusss indonesia atas kaya miskin penting penting pribadi,148,23
nangkep bandar judol aja gak iya nangkep hackerkocak,52,8
institusi hina malu penuh rekayasa,34,5
polisi berperestasi bntr2 gw numpang ketawa behahahaha,54,7
wadah hacker hacker utk lawan mafia korupsi dr siber minyak,59,10
gin sigit kekeh mundur,22,4
segitu parah nya instansi mata rakyak sampe hacker yg aja ga nolong obok data anggap hibur,90,16
polisi yg bener polisi tidur,28,5
kalo bener bearti 2 kali salah tangkep bjorka udahlah buang buang,65,11
sih bjorka sih kelompok individusendiri yg tangkap iya dya salah satu n mudah2an ketangkep bahaya,97,15
jabat angkat politisi2 teknokrat peduli teknologi menristek teknokrat bj habibi,79,10
polisi biar kes kerja hasil reformasi,37,6
kalo bjorka baca bang salam kenal lo keren,42,8
teknokrat ahli bidang teknis ilmiah anggap sosial perintah pecah terap ilmu tahu teknologi data harap putus dasar fakta bukti ilmiah opini politik bias subjektif,161,24
keren om ded ngundang si bjorka asli podcast,44,8
baju coklat wkwkwk hasil jual sawah oyyy karna mampu,52,9
4949 isriwil jabat ga bs kutik alas diri apple ms suka surat,60,12
gue neng aja obrol nya polisi nangkep hacker mah gak peduli gue mah polisi dapet proyek an trus klien nya hasil tangkap nya share media,135,25
yg bilang pelihara tangkap suruh hasil wkwkwk,45,7
heheheh institusi grub lawak,28,4
rusak rusak cctv emang jago,27,5
lucu aja polisi indonesia tangkap bjorka polisi haus puji rakyat indonesia tangkap deh bandar judol,99,15
bjorka bagi musuh masyarakat musuh perintah korup institusi bregsek,67,9
plot twist bintang tamu bjorka,30,5
buat jahat samar dlm wujud jd anak punk bjorka ubah jd wujud kecut polisi kecoh,79,15
polisi indonesia keren,22,3
urus ciber sdm polri batas kendala atur yg kasus2 mandek,56,10
data polisi buka yg beli oposisi senjata politik,48,8
wooww kelas hecker polisi tipu,30,5
jago2 hacker kelas dunia dr indo kerennn dehhh,46,8
2304 kaya film the contractor 2 anak2 butuh khusus mampu hackingnya luarr biasaa,80,13
gua harap bjorka twit jadi klo,30,6
adlah yg asli ituuu yg tonton skrng,35,7
mendalamin hacking gapunya laptop ga dalam warnet,49,7
institusi malu2in banget alloh,30,4
saran polri tangkap aja masyarakat indonesia tau aja bjorka,59,9
yg pelihara negara koruptor,27,4
reformasi polri cepat,21,3
jago nangkep spionsok nangkep bjorka mengtololl,47,6
tangkep bjirka,14,2
1754 suruh balap karung aja prestasi,36,6
jarang kerja sekali kerja gk bnr,32,6
1750 polisi sakit hati sih denger,33,6
love you bjorka love you,24,5
lawa mu sungguh lucu,20,4
cpt tangkap mah sdgkan org yg lapor k polisi ttg kasus gk ditengapinmalah undur sekian2 thn aneh dongbravo klu bhgn tangkap maling2,131,22
suka dengar terang dri teguh,28,5
abang ga bantu perintah aja,27,5
ciri ciri bjorka 1 mata juling 2 pake kacamata 3 badan 4 youtuber 5 wibu 6 tukang prank,87,18
inti negara ti rakyat nya piter ken pinter tpi atur sesuai penting ujung ujung rakyat bodoh,91,16
malu anak anak,14,3
bener sih bang teguh masa retas website pampang nama alias,58,10
uudujung ujung duit atur langgar,32,5
emang polisi polisi peeeakkk,28,4
soni wakwaw,11,2
plotwist nya bjorka yg podcastin,32,5
bang jgn bilang lu bjorka abang nya kliatan pinter,50,9
polisi mampu hacking investigasi tahu knalpot standar bawa moge aja gak,71,11
bobrok institusi polisi yg salah tangkap,40,6
salah tangkap pegi setiawan si polisi,37,6
butuh khusus mampu social hacking,33,5
basmi judol aj g becus eh lagak nangkap hackers cream crakers kali yg tangkap,77,14
kang palak parkir aja ga tangkep dah tu yg ginian,49,10
negri konoha udah bantu penjara,31,5
bjorka muncul,13,2
sekian obrol 4337 om deddy wakil tonton wkwkwk,46,8
hacker tutup kode etik,22,4
obrol isi daging sih,20,4
bjorka org istana,17,3
gin yg tangkap cuman modus 1akun orang tim ip adress yg bnyak kalo perintah mentracking jejak bjorka tim 1orang aja intelejen media tau arti bjorka kumpul bnyak timbnyak orang yg kerja balik simplenya gin 1orang tangkap yg aktif maaf kalo kata2 susun rapi sila paham,266,45
doi gali informasi tuh,22,4
nangkap reseller gak,20,3
harap byorka bocor alir dana2 bumn,34,6
semenjak bjorka viral udah 1kali polisi salah tangkep anah nya kuat banget nahan malu nya,89,15
physical device israel nama pegasus,35,5
udah nonton asi tuh beneran orang orang 855beneran muas,55,9
bjorka aktip broh twitter nya,29,5
suara kek abang gondrong om,27,5
malu maluin polis konaha,24,4
klo sepak bola polisi cyber crime nya udah kolongin bjorka push up sih,70,13
1150 ahmad saron,16,3
mudah roma,10,2
pro bela rakyat tengah bawah si bjorka sisi positif biar rakyat tau betapa bobrok oknum perintah negara ngibulin rakyat operator manusia bekal amal ibadah akhirat kelak please hacker bjorka yg baikbaik yaaa jualjualin data rakyat yg salah,238,37
beliau cheat point blank 2510,29,5
2901 lahir villain niat bantuin,31,5
fix si dedi takut org,21,5
udah ga harga tuh hama coklat,29,6
4930 ketawa wkwk,16,3
liat ginian ken push spin,25,5
orang lindung perintah sih,26,4
teknik balik kutu merah,23,4
malu instusi polisi,19,3
ilmu nyampe nangkap bjorka,26,4
klo bener tu coklat bantu hubung gak bener bener orang baik ragu bantu,70,13
bener w nonton,14,3
polisi bikin lelucon,20,3
kayak polisi nangkap ketua anarko,33,5
modal jual tanah klw urus duit aja pintar tp urus aman layan gk yg beres parah emang polisi jabat indonesia kerja ras rakyat,124,23
maluuunya gak tahan tp utk institusi urat saraf malu sdh gak dehh kayak bener gak sih,85,16
bjorka orang singapura muncul ramai dw,38,6
polisi kerjaaan molooor,23,3
instansi badut cyber polri wkwkwkwk,35,5
lama2 tukang mie ayam nih yg tangkep,36,7
orng in yg gue tunggu om lu undang terimah ksih om panutan gue in,65,14
bjorka muncul jaman udah nunggu gen z tau ga,44,9
keren nih jd ide drama netflix om ded,37,8
now we re happy,15,4
ouh cybermaps receh wkwkwk,26,4
pagi foto foto malam santai ngopi bro,37,7
asik juga855,12,2
gimana kalo bjorka aktor maksud identitas aja bjorka dapet jaring kelompok istilah bjorka platform gitu,103,15
biar polisi keren nangkep bjorka eh yg asli nongol,50,9
gue sma ubah tampilantampilan windows aja udah hacker,53,8
huh,3,1
terima kasih udah bikin video keren 855aku dapet banget insight topik angkat relevan banget kondisi sampai gak lebay henti bikin konten makna,141,22
ngak acting marah marah omm lupa letkol tituler staf khusus menhan jabat negara,79,13
gak sejarah hacker kelas koar2 kalo hacker rata2 real life diam tdk bnyk gaul basecamp nya kamar makan mie goreng mantau komputer,129,22
yg angkat imam mahdi nih wkwkwkw btw om gw angkut jadi pelihara njir yg cari bahan gw yg ekse hasil 80 orang pramuka 20 nya gw wkwkwkwkw syukur skrng uda hidup normal chat in wkwkwkw suruh baliksuruh cari kepala skrng wkwkwkwkwkkw,230,41
ngasih kritik ga pinter bahasa inggris kuping gaenak mas nya bilang better,74,12
pas berita tangkap bjorka kemarin gw langsung ketawa 100 ga percaya krn inget yg 2022 jual es tangkap krn duga bjorka,117,21
we do not own what we produceit owns us,39,9
volume ny kurng gde om,22,5
chatingan indonesia michat sebenernya make yg negatif,53,7
wait kerja perintah indonesia nadiem makarim enak enak gojek bakti negara ditangkep tom lembong udah kaya raya bakti negara tahun ditangkep,139,21
sadar gw om ded nyari orang akun ig youtube temennya orang,58,11
ladusing dgn cerdas ratarata bawah satpam bank nangkep hacker kelas bjorka,74,11
udh nyangka tuh repost konten si bjorka asli,44,8
lagu mah tangkep aniyaya biar ngaku wajib ngaku engga yaa gak brenti aniyaya abis claim naek pangkat mah konoha udah rahasia facefuchsiatongueout facefuchsiatongueout facefuchsiatongueout facefuchsiatongueout facefuchsiatongueout,229,26
kek udah tenang tenang gtu gak viral si bjorka ehh tbtb berita yg bjorka ketangkep si bjorka asli asik tdur bngun bngun ngakakkkk ngetawain pulisic konoha aja,158,27
mestnya orang2 bantu perintah bareskrim komdigi bin sayang swasta negeri,72,10
normal masyarakat dukung polisi konoha masyarakat dukung bjorka tau polisi gimna,80,11
wes to percaya bjorka orang kepolisianarmy intelejen ttd ardi s hacker no wahid indonesia,89,14
mah alih isu aja dr mbg bakar kilang minyak,43,9
brogjoo amrik konoha hehehh,27,4
lulus sma suruh nangkep hacker wkwkwk,37,6
1000 yg tangkap bjorka trus ngapain nangkap bjorka ndak korupsi bjorka bobol perintah yg baik aman perintah,107,17
mas teguh part 2,16,4
ahli alas polisi anak it otodidak biar klu bego jd wajar biar org yg percaya polisi aja sandiwara,97,18
yg takut bjorka ketemu fufufafa facebluesmiling facebluesmiling facebluesmiling,79,8
bjorka bandung jakarta or karawang,34,5
bjorka bocor data ijazah jabat,30,5
jgnkan hacker hp ku yg maling 20unit skrng gsk pelakuny smua hp imei ny sy catat gak lacak 20hp 4 yg dpat itu sy yg ciduk sndiri info jual beli damping polisi teman tdk yg ready kantor kacau emang negri,202,40
kreatif banget sampai beda betah nonton akhir855ditunggu karya,62,8
anggar 145 trilyun cipta ajak 1 orang sosok bang teguh aprianto wassalam duit lu apehhh,87,15
ayo bjorka bongkar koruptor indo rela pajak bayar lu ikhlas gw bukti nya josss,78,14
10 hacker guncang dunia,23,4
yo akun nama bjorka rame 2 yg berani gak,40,9
kerja ngawur tangkap bjorka jahat cyber macem gitu lantas bangga publikasi baik polisi bubar kang dedy emang malu,113,18
yg urus hecker gilir korup ttup muka pres yg koar2 tangkap korup gada bukti,75,14
tangkap yg akurat polis duhhh roy suryo bikin gaduh tangkap,59,10
undang onno w purbo let kol deddy,33,7
habis nonton kamar jeri ttg bjorka jwbn,39,7
salah faktor jepang gandeng india banyak hidup jepang,53,8
bjorka jelas2 kamboja kang shell th data2 dpt bs dapat andai speak up ku kan hacker dptin dta2 tsb,98,19
cyber jawara bukak buset banggg udah bang,41,7
bjorka kelompok,15,2
hati hati om ded suka ngjebak dg asking bang,44,9
klo bjorka tangkap gua tangkap donk,35,6
udah gak heran ama laku polisi apa kasus orang wawancara gak peduli laku asli,77,14
gua yg temen nya bjorka belike,30,6
potong generasi pola pikir jadul,32,5
polisi tidur nyata,18,3
konten bikin betah 855juga bikin betah sampe pagi,49,8
0601 ngakak si,14,3
polisi institusi guna,21,3
oiya orang kalimantan udah hackernya,36,5
om ded gak tau mod wa yt pink iklan twitter fb bigo live masuk room vip bayar,77,17
jaring supersuper simpel dalam persis kayak dunia nyatakehidupan manusia jaring bahasa pemrograman jalur ip adress kunci buka kunci maling adapembobol server milik pusat server pokok dunia nyata aplikasi dunia jaring hebat apa aman jaring 100 aman dunia nyata aja gak klaim aman 100 dunia jaring,295,45
tugas diri spbu foto2,21,4
mood langsung kalo main nonton ginian,37,6
boro2 nangkep hacker bjorka rakyat bantu aja suruh urus klo suruh bayar dproses malu,84,14
gak langsung polisi haus validasi aku gak kroscek,49,8
analogi yg influencer jurnalis hacker etis non etis,51,8
boro2 hacker maling yg udah ketangkep warga aja suruh lepasin,61,10
yanh tangkep bjirka,19,3
suka menit 46 detik 13,22,5
liat aja ga ketangkep ga liat,29,6
allah pikir mending polisi yg sempurna penuh kurang negara polisi jam,69,11
dengerin 1358,13,2
rakyat udah pinter tugas satpam nya aja bego,44,8
nagkap bjorka nangkep admin judol indo aja diem,47,8
roy suryo kudu turun gunung sih,31,6
polri vs hacker nih judul rame sedng bincang hacker asli nya tonton podcast smbil ngopi ketawa bahak bahak,106,18
cerita kura kura balap kelinci,30,5
bjorka tukang cendol jg bjorka tukang bubur manado,50,8
tentara,7,1
buatin live aja om it polisi vs rank 1 cyber jawara lihat jago perintah anak anak kampus,88,17
anjir shodan main jaman bocil warnet paket malem,48,8
bjorka kaya robinhood gk sih,28,5
udah citra gabagus tangkao sembarang berita,43,6
2023 salah tangkap 2025 salah tangkap 2027kalau nama ganti bjorka tangkap,73,11
bjorka rakyat,13,2
denger tuh anak muda gabung klo polisi indonesia bersih kerja nya,65,11
politik bjorka udah kayak dajjal jir suka rakyat nyerang perintah bjorka rakyat data jual inti,94,15
bjorka uang test psiko sehat sim lari ajang cari duit kedok test,64,12
polisi emang lawak,18,3
ken ketawa takut dosa,21,4
mas nya g deteksi bjorka bantu polisi qt tau g,46,10
polisi ken anggap keren bs nangkep bjorka nangkap curi motor aja,64,11
bjorka coba donk yg korupsi korupsi ungkap,42,7
polisi cuman nangkap maling sendal,34,5
si coklat kena pr4nk,20,4
nih narsumnya viral nih gass om,31,6
banda judol aja yg sgtu gampang y gak nangkep skelas bjorka,59,11
om ded ga bahas tni tinggal pas acara hut tni kasi loh moga almarhum husnul khotimah,84,16
gw nonton youtube iklan umur hidup cuan,39,7
deddy kerja introgasi halus,27,4
polisi indo 2ong,16,3
4940 ngeri sih,14,3
lucu polisi indonesia,21,3
gw kapolri gw selamatin muka polisi nyewa hacker jago bayar mahal langsung tunai iya orang yg bayar lembaga negara takut kena potong dapetnya perak,147,24
hahaha salah tangkap mulu emng ga malu gmna kerja kerja y,57,11
alur cerita death note l vs,27,6
nih ajar hidup it,17,4
nobody perfect no system secure,31,5
gue konten seru seru biar gak badmood gue main nonton ginian,60,11
sosmed buming polisi konoha ketahuaj gak bergunanyaa,52,7
ku polisi pagi pas berangkat kerja lihat polisi fto in tukang becak bukti kerja diri fto pulang,95,17
815 better bjir,15,3
aplikasi nya yg ambil data yg udh apus ganti hp lupa nama bgt,61,13
sm kyk flim the accountant yg bantu it autism,45,9
jepang lihat potensi indo yg,28,5
kesana kemari mecari bjorka2,28,4
fufu fafa aja kaga berani nangkep,33,6
polisi tangkap laku udah tau muka cctv aja susah,48,9
nyala byorka,12,2
om ded kpn ni bahas yg ramai ijazah pslsu presiden 7dan ijazah anak yg sdh bukti dr roy suryo cs indeks 999 paslu,113,23
kemaren bahas anak sekolah gak makan mbg dikatain bego om konten toong bahas mbg masalah anak2 keracuna mbg bahas gak krn krn kl bahas bearti pecah hubung dg presiden,166,29
undang podhub,13,2
podcast tpi kayak cari informasi ni,35,6
2226 persis kaya film the accountant the accountant 2 si per utama hacker jarak si hacker nya anak anak butuh khusus,116,21
polisi bubar reformasi total sdm nya mudah akun fufufafa gak bongkar msh byk kalo audit periksa,95,16
bjorka kalo tau roy suryo sadar,31,6
gua tu heran jabat aparat tu rakyat pikir kek knp gilir ubah status ubah pikir kek makhluk antah antah beranta gin aparat jabat bangsat gitu,140,25
gue percaya lu bang tugas perintah bobrok tahu salah tangkap nya aja ga maaf publik mending bubar aja ga,104,19
om ded trapsnya kayak yougotthis,32,5
nnti eug suruh bjorka serang yt nya bang dedy hahaha,52,10
selidik bapa rojak ayu ting ting,32,6
hina coy jabat alih isu,23,5
kerja cyber tuh polisi kerja jalan ajah malas suruh utak atik it polisi indonesia busuk,87,15
2414 anak ajar baca siklus internet game cupu cari bobol game hack cheat,72,13
bjorka baca komentar,20,3
gak nyangka 855sekeren visual ciamik cerita penuh hikmah untung,63,9
chattan pake apk dana worth it om wkwk,38,8
indonesia banyak pimpin boomer hidup jaman prasasti susah aware teknologi tambah pola pikir gak maju,100,15
our duke is exist or non exist either ghost or alive no one can defeat duke,75,16
lue mahu bjorka gue kasi org raja hacker,40,8
motor hilang lapor polisi kek aja formalitas ajaa gak solusiiiii,64,10
bayar mahal ga kerja ga pecat gimana negara ga hancur le,56,11
mutarmutar bahas bjorka,23,3
anak punk polisi teu aneh,25,5
gugur prestasi polisi hasil nangkap hacker wifi tetangga jabat mata,67,10
gw lulus sekolah gwa komunitas cyber army 2017 nyari data desa data duduk mudah connect internet data database record hystory kadang aneh polisi polisi kerja ahok rocky gerung polisi minimal s1 biar gak tolol anak2 yg putus sekolah,231,38
curiga abang bikin cheat point blank kalong,43,7
cyber polisi gampang asli klw nangkap bjorka asli bandar judol tp main gak tangkap yg tangkap main judol bjorka palsu,117,20
gua g ngurus bjorka yg gua ganti kapolri,40,8
onno w purbo undang om,22,5
ommmmm dedi orang bawa flipperzero omm hati hati hahahaha bulan yeayyy catch me if you can mantapp banget,105,18
hacker byorka sy alumni anak2 grup app nimbuzz and ym android karna anggota diaana,82,14
cari citra cari simpati masyarakat pangkat untung pribadi rugi,62,9
hacker modal gratis pulici kayak jual sawah,43,7
narasumber y ditangkep polisi aja gebukin biar bonyok suruh kasih tau bjorka y tau,82,14
bjorka buka data2 curang joko antek2nya korupsi,47,7
kemarin kena tipu telegram,26,4
kalimantan alumni sekolah sy ngajar wkwk,40,6
kalo denger india gila gila nya teknologi bener gua inget fb gua hack ganti nama foto orang india,97,18
yg tangkap bjorka tp bjirka,27,5
irt liat berita foto polisi bjorka baju oren allah eling pollll liat wajah bjorka oren feeling hmmm 90,102,18
vina aja salah tangkap lgi yg ky gnii,37,8
knp ga pikir cari nangkep knp ga ningkatin cyber security nya,61,11
kreak klitih biar klo jadi orang bacok ladusing tindak,54,9
bug bounty yg dapet sertif doang wkwkwk klo perintah,52,9
ambarawa kuat kuat bang,23,4
parah sdm wkwkwk bikin benteng web nya cari2 musuh,50,9
yg bahas menit 36 instansi kek dah yg nih,41,9
ngelawak si pramuka,19,3
narasumber adl bjorka,21,3
depan mata aja ndak tangkap sok2an nangkap bjorka konyol,56,9
inget kmrin yg canggih layar tulis lorem ipsum,46,8
polisi kena buly cook,21,4
003335 sih hobi programing social media advertiser,50,7
numpang senyum,14,2
liat kualitas ladusing,22,3
kreatif banget niat bikin kontennya855,38,5
emg dasar perintah konoha tdk yg pintar skalinya tangkap kambing hitam,70,11
bjorka pahlawan,15,2
personilnya yg pilih hasil jual sawah krn sdm trs klaim nangkep bjorka koplak koplak,84,14
sistem aman,11,2
aneh nya rencana nya kabupaten bekas desa pakai sistem evoting pilih kepala desa 2026 lucu aja sudab kuat cyber scurity,119,20
benjamin angel the movie who am i yg nangkep hacker hacker,58,11
mas dedy biorrr,15,3
yg tim polisi cybernya ungkap bjorka skrg dn yg tangkap lucu negara konoha,74,13
kaya pilem the accoutant 1 ama 2,32,7
gue aj yg paham cyber security ga percaya mudah polisi nangkap bjorka wkwkwkwk,78,13
kemaren yg jual data rakyat ngeriii sih sih yg lengkapin,56,10
bjorka sambo blok,17,3
wkwkwkw gw nonton youtube pake youtube vanced gada iklan modifikasi tampil,74,11
keren halhal positif,20,3
ken bgt liat goblin bahlil,26,5
